Rank,Previous Rank,University,Country,Region,Size,Focus,Research,Status,Academic Reputation SCORE,Academic Reputation  RANK,Employer Reputation SCORE,Employer Reputation RANK,Faculty Student Ratio SCORE,Faculty Student Ratio RANK,Citations per Faculty SCORE,Citations per Faculty RANK,International Faculty  SCORE,International Faculty  RANK,International Student SCORE,International student  RANK,International Students Diversity SCORE,International Students Diversity RANK,International Research Network SCORE,International Research Network RANK,Employment Outcomes SCORE,Employment Outcomes RANK,Sustainability SCORE,Sustainability RANK,Overall SCORE,Ranking_Source,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
624,413,Yeshiva University,United States of America,Americas,M,FC,MD,Private not for Profit,3.8,701.0,4.6,701.0,62.7,282.0,72.8,191.0,36.4,527,27.7,618.0,30.0,615.0,15.3,80100%,4.9,801.0,36.4,801,27.5,QS,,,,,,,,,,,
628,621-630,Istanbul University,Türkiye,Asia,XL,FC,HI,Public,33.3,368.0,43.0,313.0,4.5,801.0,5.1,801.0,7.0,801,20.6,720.0,26.8,660.0,70.5,51800%,78.8,166.0,37.5,801,27.4,QS,,,,,,,,,,,
628,671-680,Kazakh National Pedagogical University Abai,Kazakhstan,Asia,L,CO,MD,Public,31.7,387.0,34.9,409.0,71.2,217.0,1.3,801.0,55.4,409,13.5,801.0,15.7,801.0,9.0,80100%,16.6,792.0,35.6,801,27.4,QS,,,,,,,,,,,
628,527,Missouri University of Science and Technology,United States of America,Americas,M,CO,VH,Public,4.9,701.0,10.5,701.0,8.6,801.0,87.7,112.0,26.9,627,32.5,563.0,35.3,547.0,41.7,80100%,8.8,801.0,34.0,801,27.4,QS,,,,,,,,,,,
628,661-670,National Chung Hsing University,Taiwan,Asia,L,CO,VH,Public,28.6,436.0,30.9,463.0,29.4,642.0,22.5,677.0,12.3,801,14.0,801.0,19.0,781.0,34.5,80100%,42.2,416.0,56.3,573=,27.4,QS,,,,,,,,,,,
628,651-660,Universidade de Santiago de Compostela,Spain,Europe,L,CO,VH,Public,33.9,359.0,16.0,701.0,17.5,801.0,27.6,612.0,3.0,801,11.8,801.0,17.7,801.0,77.3,39900%,20.0,728.0,62.4,450=,27.4,QS,,,,,,,,,,,
628,601-610,University of Crete,Greece,Europe,L,FC,HI,Public,19.3,639.0,17.8,701.0,3.9,801.0,69.6,219.0,2.7,801,7.2,801.0,12.0,801.0,61.9,66400%,4.5,801.0,40.6,801,27.4,QS,,,,,,,,,,,
628,601-610,University of South Carolina,United States of America,Americas,L,FC,VH,Public,17.7,693.0,21.9,605.0,13.5,801.0,37.1,502.0,54.6,414,5.9,801.0,10.0,801.0,68.0,56800%,28.0,593.0,68.9,331=,27.4,QS,,,,,,,,,,,
635,621-630,Tallinn University of Technology,Estonia,Europe,M,FO,VH,Public,16.2,701.0,18.6,694.0,33.5,581.0,23.5,665.0,53.2,425,26.8,635.0,32.8,578.0,81.2,32600%,50.5,341.0,43.0,801,27.2,QS,,,,,,,,,,,
635,601-610,Universität des Saarlandes,Germany,Europe,L,FC,VH,Public,14.0,701.0,10.1,701.0,96.3,65.0,12.1,801.0,6.3,801,62.3,325.0,46.4,449.0,70.4,52000%,41.8,419.0,31.9,801,27.2,QS,,,,,,,,,,,
635,631-640,University of Portsmouth,United Kingdom,Europe,L,CO,VH,Public,10.9,701.0,13.1,701.0,12.0,801.0,27.8,607.0,80.1,297,90.7,160.0,91.4,135.0,81.5,32200%,13.5,801.0,62.6,448,27.2,QS,,,,,,,,,,,
638,,"Lincoln University College, Malaysia",Malaysia,Asia,S,CO,HI,Private for Profit,11.1,701.0,26.0,521.0,95.6,69.0,1.8,801.0,100.0,75,100.0,26.0,99.2,55.0,5.2,80100%,5.3,801.0,12.5,801,27.1,QS,,,,,,,,,,,
638,576,Southern Cross University,Australia,Oceania,M,CO,VH,Public,6.0,701.0,4.3,701.0,3.9,801.0,55.5,322.0,92.7,203,62.6,322.0,66.2,296.0,61.1,67700%,6.2,801.0,65.9,385=,27.1,QS,,,,,,,,,,,
638,544,Universidad de Zaragoza,Spain,Europe,L,FC,VH,Public,29.7,413.0,9.9,701.0,54.6,346.0,15.6,792.0,2.3,801,10.2,801.0,16.0,801.0,89.2,18500%,14.8,801.0,69.7,319,27.1,QS,,,,,,,,,,,
638,570,"University of Chemistry and Technology, Prague",Czechia,Europe,S,FO,VH,Public,8.2,701.0,12.2,701.0,99.5,38.0,19.2,727.0,33.7,547,85.4,194.0,86.7,164.0,32.0,80100%,9.4,801.0,43.4,801,27.1,QS,,,,,,,,,,,
642,539,University of Fribourg,Switzerland,Europe,M,CO,VH,Public,13.6,701.0,5.5,701.0,14.1,801.0,27.3,615.0,99.9,98,52.5,392.0,51.2,405.0,60.4,68700%,49.6,349.0,66.8,367,27,QS,,,,,,,,,,,
643,621-630,Abo Akademi University,Finland,Europe,M,CO,VH,Public,9.5,701.0,7.9,701.0,22.1,789.0,53.9,341.0,60.7,386,43.6,462.0,32.6,582.0,59.8,69600%,13.5,801.0,45.2,801,26.9,QS,,,,,,,,,,,
643,631-640,Inha University,Republic of Korea,Asia,L,FC,VH,Private not for Profit,17.5,699.0,19.9,659.0,74.7,198.0,23.8,661.0,17.7,752,25.7,650.0,29.4,622.0,28.1,80100%,17.1,779.0,64.7,405=,26.9,QS,,,,,,,,,,,
643,661-670,Libera Universita' di Bolzano,Italy,Europe,S,FO,VH,Public,7.8,701.0,3.1,701.0,20.6,801.0,62.4,267.0,66.1,355,56.3,370.0,60.5,338.0,51.9,80100%,4.0,801.0,37.4,801,26.9,QS,,,,,,,,,,,
643,601-610,Manchester Metropolitan University,United Kingdom,Europe,XL,CO,VH,Public,18.8,654.0,16.4,701.0,11.4,801.0,16.8,766.0,63.1,369,61.4,331.0,65.2,302.0,89.0,18900%,19.2,741.0,78.0,195=,26.9,QS,,,,,,,,,,,
643,661-670,University of Manitoba,Canada,Americas,L,FC,VH,Public,19.2,643.0,20.0,657.0,31.8,604.0,22.6,675.0,,,68.4,287.0,71.5,257.0,70.0,53200%,39.5,442.0,55.7,582=,26.9,QS,,,,,,,,,,,
648,761-770,King Faisal University,Saudi Arabia,Asia,L,FC,HI,Public,25.3,506.0,29.8,476.0,24.5,743.0,6.3,801.0,99.4,121,11.0,801.0,14.9,801.0,66.0,60900%,14.9,801.0,54.3,617=,26.8,QS,,,,,,,,,,,
648,621-630,"University of Tromso, The Arctic University of Norway",Norway,Europe,L,FC,VH,Public,15.5,701.0,7.9,701.0,82.5,154.0,12.0,801.0,75.9,313,12.9,801.0,9.8,801.0,80.8,33400%,9.3,801.0,51.4,675=,26.8,QS,,,,,,,,,,,
650,567,MGIMO University,Russian Federation,Europe,M,CO,HI,Public,10.7,701.0,38.7,359.0,100.0,18.0,1.7,801.0,15.4,799,57.2,361.0,61.3,329.0,6.7,80100%,69.8,212.0,21.7,801,26.7,QS,,,,,,,,,,,
650,601-610,Paris Lodron University of Salzburg,Austria,Europe,M,CO,VH,Public,13.3,701.0,4.8,701.0,38.7,524.0,11.6,801.0,98.4,137,98.1,86.0,98.2,74.0,59.1,70500%,23.7,661.0,62.2,454=,26.7,QS,,,,,,,,,,,
650,661-670,Universidad de la República (UdelaR),Uruguay,Americas,XL,FC,HI,Public,40.0,302.0,20.4,645.0,18.2,801.0,2.3,801.0,10.7,801,4.1,801.0,3.3,801.0,63.2,64900%,90.6,99.0,43.3,801,26.7,QS,,,,,,,,,,,
650,691-700,University of Brescia,Italy,Europe,M,FO,VH,Public,7.3,701.0,4.1,701.0,8.7,801.0,85.0,124.0,2.0,801,8.5,801.0,14.2,801.0,58.8,71000%,11.6,801.0,63.9,425=,26.7,QS,,,,,,,,,,,
654,681-690,China University of Mining and Technology,China (Mainland),Asia,L,FO,VH,Public,4.3,701.0,6.4,701.0,25.5,727.0,87.2,114.0,,,,,,,55.5,76100%,16.3,801.0,39.2,801,26.6,QS,,,,,,,,,,,
654,641-650,De La Salle University,Philippines,Asia,L,CO,HI,Private not for Profit,32.7,374.0,58.6,197.0,9.6,801.0,6.8,801.0,2.8,801,3.5,801.0,7.8,801.0,27.3,80100%,60.7,266.0,44.1,801,26.6,QS,,,,,,,,,,,
654,721-730,Konkuk University,Republic of Korea,Asia,L,FC,VH,Private not for Profit,11.6,701.0,12.8,701.0,61.3,292.0,34.1,537.0,16.2,774,43.9,458.0,49.1,424.0,52.5,79900%,14.7,801.0,61.8,460=,26.6,QS,,,,,,,,,,,
654,721-730,Université de Lille,France,Europe,XL,FC,VH,Public,33.9,358.0,10.6,701.0,6.1,801.0,27.0,616.0,21.0,698,25.4,657.0,19.1,778.0,94.2,9500%,6.9,801.0,54.3,617=,26.6,QS,,,,,,,,,,,
654,681-690,"University of Agriculture, Faisalabad",Pakistan,Asia,XL,CO,VH,Public,7.3,701.0,14.6,701.0,2.2,801.0,83.4,133.0,2.6,801,1.2,801.0,5.6,801.0,75.3,43600%,3.1,801.0,48.4,746=,26.6,QS,,,,,,,,,,,
654,621-630,University of South Florida,United States of America,Americas,XL,CO,VH,Public,17.4,701.0,20.4,646.0,13.8,801.0,36.7,507.0,14.3,801,41.4,480.0,46.7,444.0,81.9,31400%,13.5,801.0,66.4,371=,26.6,QS,,,,,,,,,,,
660,671-680,Bar-Ilan University,Israel,Asia,L,FC,VH,Public,11.0,701.0,14.3,701.0,10.4,801.0,59.4,293.0,54.4,416,4.9,801.0,3.9,801.0,53.2,79200%,33.1,511.0,41.7,801,26.5,QS,,,,,,,,,,,
660,601-610,Ca' Foscari University of Venice,Italy,Europe,M,CO,VH,Public,27.1,462.0,21.7,609.0,10.1,801.0,20.7,703.0,44.0,471,18.6,749.0,24.7,688.0,68.2,56400%,20.0,729.0,74.0,259=,26.5,QS,,,,,,,,,,,
660,601-610,"Kingston University, London",United Kingdom,Europe,L,CO,HI,Public,20.7,598.0,24.6,547.0,7.2,801.0,12.7,801.0,77.3,309,95.8,115.0,96.1,98.0,52.0,80100%,16.4,801.0,49.5,715=,26.5,QS,,,,,,,,,,,
660,661-670,Memorial University of Newfoundland,Canada,Americas,L,FC,VH,Public,10.7,701.0,10.5,701.0,15.7,801.0,43.7,431.0,30.7,581,78.5,230.0,80.6,200.0,73.6,47900%,17.4,773.0,53.3,636=,26.5,QS,,,,,,,,,,,
664,711-720,COMSATS University Islamabad,Pakistan,Asia,XL,CO,VH,Public,17.0,701.0,35.8,403.0,17.0,801.0,36.8,506.0,1.4,801,1.6,801.0,6.0,801.0,87.3,21200%,8.3,801.0,62.7,444=,26.4,QS,,,,,,,,,,,
664,681-690,Indian Institute of Technology Hyderabad (IITH),India,Asia,S,CO,VH,Public,10.3,701.0,15.0,701.0,20.2,801.0,84.0,130.0,1.3,801,1.9,801.0,6.2,801.0,18.0,80100%,6.5,801.0,42.3,801,26.4,QS,,,,,,,,,,,
664,711-720,University of Mumbai,India,Asia,M,FC,VH,Public,11.3,701.0,31.5,454.0,4.7,801.0,53.7,348.0,3.0,801,4.3,801.0,8.5,801.0,27.6,80100%,91.0,95.0,41.3,801,26.4,QS,,,,,,,,,,,
664,701-710,University of Oklahoma,United States of America,Americas,L,FC,VH,Public,14.3,701.0,18.6,695.0,19.8,801.0,41.5,455.0,27.8,611,9.8,801.0,7.5,801.0,72.3,49400%,35.2,488.0,60.5,497=,26.4,QS,,,,,,,,,,,
668,801-850,Birla Institute of Technology and Science,India,Asia,L,CO,VH,Private not for Profit,18.0,678.0,32.6,441.0,12.4,801.0,39.3,480.0,2.9,801,4.0,801.0,7.9,801.0,41.8,80100%,55.0,302.0,58.8,525=,26.3,QS,,,,,,,,,,,
668,631-640,Chang Gung University,Taiwan,Asia,M,FO,VH,Private not for Profit,9.3,701.0,6.6,701.0,74.6,200.0,58.2,298.0,7.9,801,9.5,801.0,13.2,801.0,25.5,80100%,2.1,801.0,48.8,734=,26.3,QS,,,,,,,,,,,
668,671-680,Karl-Franzens-Universität Graz,Austria,Europe,L,FO,VH,Public,26.8,469.0,13.1,701.0,18.9,801.0,13.6,801.0,53.4,424,38.6,511.0,28.9,628.0,70.3,52400%,44.0,403.0,52.7,652=,26.3,QS,,,,,,,,,,,
668,641-650,Lehigh University,United States of America,Americas,M,CO,VH,Private not for Profit,7.2,701.0,12.4,701.0,30.5,625.0,37.1,501.0,68.9,339,40.0,490.0,45.4,459.0,44.9,80100%,45.4,385.0,61.5,467=,26.3,QS,,,,,,,,,,,
668,651-660,Palacký University in Olomouc,Czechia,Europe,L,FO,VH,Public,21.5,576.0,19.8,665.0,36.5,550.0,14.7,801.0,40.1,499,28.5,606.0,34.5,555.0,85.8,23900%,9.0,801.0,67.5,358=,26.3,QS,,,,,,,,,,,
673,641-650,East China University of Science and Technology,China (Mainland),Asia,XL,CO,VH,Public,9.1,701.0,10.3,701.0,15.4,801.0,82.5,140.0,3.3,801,2.5,801.0,2.1,801.0,43.5,80100%,12.5,801.0,40.2,801,26.2,QS,,,,,,,,,,,
673,701-710,Stevens Institute of Technology,United States of America,Americas,M,FO,VH,Private not for Profit,4.0,701.0,10.0,701.0,8.4,801.0,60.9,282.0,54.1,418,98.7,79.0,98.2,73.0,21.7,80100%,13.5,801.0,46.7,799=,26.2,QS,,,,,,,,,,,
673,801-850,Technische Universität Dortmund,Germany,Europe,L,FO,VH,Public,18.5,661.0,35.5,406.0,42.7,466.0,11.1,801.0,32.3,559,36.7,529.0,27.5,646.0,76.5,41200%,12.5,801.0,43.0,801,26.2,QS,,,,,,,,,,,
676,641-650,Beirut Arab University,Lebanon,Asia,S,FC,HI,Private not for Profit,20.0,614.0,22.2,597.0,28.8,661.0,7.6,801.0,94.8,180,61.1,334.0,56.5,362.0,29.6,80100%,44.1,401.0,42.1,801,26.1,QS,,,,,,,,,,,
676,721-730,Jadavpur University,India,Asia,M,FO,VH,Public,23.2,544.0,10.5,701.0,13.7,801.0,55.8,319.0,,,1.1,801.0,5.5,801.0,44.0,80100%,19.5,733.0,61.4,470,26.1,QS,,,,,,,,,,,
678,621-630,American University in Dubai,United Arab Emirates,Asia,S,FO,HI,Private for Profit,14.4,701.0,38.3,364.0,26.2,714.0,3.8,801.0,100.0,2,100.0,11.0,100.0,6.0,4.3,80100%,45.6,383.0,25.4,801,26,QS,,,,,,,,,,,
678,671-680,University of Haifa,Israel,Asia,L,CO,VH,Public,17.4,701.0,13.0,701.0,15.8,801.0,44.8,417.0,17.8,751,6.7,801.0,5.2,801.0,69.6,53900%,29.6,554.0,67.4,360,26,QS,,,,,,,,,,,
680,651-660,HUFS - Hankuk (Korea) University of Foreign Studies,Republic of Korea,Asia,L,CO,HI,Private not for Profit,17.6,696.0,25.5,531.0,85.2,133.0,2.5,801.0,40.1,498,70.5,275.0,73.3,246.0,14.1,80100%,3.6,801.0,51.5,673=,25.9,QS,,,,,,,,,,,
680,761-770,Nanjing University of Aeronautics and Astronautics,China (Mainland),Asia,L,FO,VH,Public,6.3,701.0,10.9,701.0,26.4,707.0,79.7,158.0,7.2,801,8.8,801.0,6.8,801.0,46.2,80100%,1.3,801.0,37.0,801,25.9,QS,,,,,,,,,,,
680,641-650,Ritsumeikan University,Japan,Asia,XL,CO,HI,Private not for Profit,25.7,493.0,61.5,187.0,10.3,801.0,5.0,801.0,36.5,525,17.8,766.0,23.9,704.0,41.1,80100%,4.8,801.0,64.4,413=,25.9,QS,,,,,,,,,,,
680,801-850,University of Brawijaya,Indonesia,Asia,XL,FC,HI,Public,30.1,404.0,55.3,218.0,20.4,801.0,1.9,801.0,35.9,531,2.7,801.0,6.9,801.0,27.3,80100%,29.1,567.0,53.3,636=,25.9,QS,,,,,,,,,,,
684,661-670,Comenius University Bratislava,Slovakia,Europe,L,FC,HI,Public,16.8,701.0,14.7,701.0,61.3,293.0,6.9,801.0,8.4,801,39.0,504.0,44.5,469.0,68.8,54900%,87.0,126.0,43.7,801,25.8,QS,,,,,,,,,,,
684,711-720,Ton Duc Thang University,Viet Nam,Asia,L,CO,VH,Public,6.1,701.0,13.3,701.0,8.6,801.0,74.8,180.0,7.7,801,2.0,801.0,6.3,801.0,88.1,20000%,6.8,801.0,43.9,801,25.8,QS,,,,,,,,,,,
686,631-640,China University of Petroleum,China (Mainland),Asia,L,CO,VH,Public,3.1,701.0,6.8,701.0,10.7,801.0,94.5,77.0,7.2,801,5.2,801.0,4.1,801.0,26.4,80100%,26.2,621.0,35.3,801,25.7,QS,,,,,,,,,,,
686,,Cyprus University of Technology,Cyprus,Asia,S,CO,VH,Public,8.1,701.0,4.9,701.0,49.3,389.0,39.8,472.0,68.1,343,42.0,474.0,43.4,478.0,46.6,80100%,11.3,801.0,49.6,711=,25.7,QS,,,,,,,,,,,
688,951-1000,Baku State University,Azerbaijan,Asia,L,CO,HI,Public,22.0,566.0,20.1,654.0,94.0,85.0,1.9,801.0,13.4,801,7.0,801.0,11.2,801.0,22.1,80100%,64.1,243.0,43.3,801,25.6,QS,,,,,,,,,,,
688,576,Tomsk Polytechnic University,Russian Federation,Europe,M,FO,VH,Public,9.4,701.0,15.4,701.0,96.0,67.0,7.0,801.0,14.8,801,88.8,179.0,83.9,178.0,60.4,68600%,2.0,801.0,47.7,765=,25.6,QS,,,,,,,,,,,
688,731-740,Université Côte d’Azur,France,Europe,XL,FC,VH,Public,21.6,573.0,8.2,701.0,9.1,801.0,27.7,609.0,36.5,526,51.0,402.0,55.6,367.0,83.3,28800%,13.6,801.0,69.2,326=,25.6,QS,,,,,,,,,,,
691,611-620,Eastern Mediterranean University,Northern Cyprus,Asia,L,FC,HI,Public,9.2,701.0,4.5,701.0,5.6,801.0,31.3,571.0,77.1,311,100.0,19.0,100.0,13.0,51.3,80100%,53.6,315.0,45.4,801,25.4,QS,,,,,,,,,,,
691,691-700,Universidade Federal do Rio Grande Do Sul,Brazil,Americas,XL,FC,VH,Public,36.8,327.0,9.2,701.0,20.0,801.0,15.7,788.0,3.8,801,2.4,801.0,7.0,801.0,80.5,34400%,32.3,525.0,63.9,425=,25.4,QS,,,,,,,,,,,
691,741-750,Universität Regensburg,Germany,Europe,L,FO,VH,Public,16.0,701.0,11.9,701.0,77.3,181.0,13.3,801.0,39.4,505,17.7,768.0,23.9,708.0,71.0,51200%,27.7,600.0,38.7,801,25.4,QS,,,,,,,,,,,
691,791-800,"Vellore Institute of Technology (VIT), Vellore, India",India,Asia,XL,CO,VH,Private not for Profit,20.5,601.0,26.0,519.0,11.6,801.0,34.3,531.0,5.0,801,5.3,801.0,10.1,801.0,81.2,32700%,15.8,801.0,65.2,393=,25.4,QS,,,,,,,,,,,
695,601-610,Rensselaer Polytechnic Institute,United States of America,Americas,M,CO,VH,Private not for Profit,10.2,701.0,17.9,701.0,28.7,662.0,54.7,330.0,,,34.4,547.0,25.7,675.0,25.8,80100%,41.3,423.0,38.7,801,25.3,QS,,,,,,,,,,,
696,641-650,Symbiosis International (Deemed University),India,Asia,L,CO,VH,Private not for Profit,9.2,701.0,94.7,51.0,26.5,704.0,3.3,801.0,23.3,673,16.1,796.0,20.4,757.0,29.4,80100%,8.9,801.0,45.6,801,25.2,QS,,,,,,,,,,,
696,,TUHH Hamburg University of Technology,Germany,Europe,M,SP,VH,,11.2,701.0,14.6,701.0,84.8,136.0,10.0,801.0,35.7,533,93.4,139.0,93.9,115.0,47.8,80100%,1.4,801.0,30.0,801,25.2,QS,,,,,,,,,,,
697,801-850,Ankara Üniversitesi,Türkiye,Asia,XL,FC,HI,Public,30.6,400.0,30.4,468.0,12.8,801.0,4.6,801.0,2.8,801,9.7,801.0,15.4,801.0,74.0,46600%,61.2,262.0,61.0,480=,25.1,QS,,,,,,,,,,,
697,701-710,Beijing University of Chemical Technology,China (Mainland),Asia,L,CO,VH,Public,6.1,701.0,7.2,701.0,28.6,668.0,81.5,149.0,3.2,801,2.5,801.0,7.1,801.0,36.6,80100%,2.8,801.0,40.5,801,25.1,QS,,,,,,,,,,,
697,671-680,Kazakh National Agrarian University,Kazakhstan,Asia,M,SP,MD,Public,22.8,550.0,27.7,499.0,92.6,91.0,1.4,801.0,26.2,634,39.2,499.0,35.2,550.0,7.7,80100%,4.3,801.0,38.7,801,25.1,QS,,,,,,,,,,,
697,661-670,Tokyo Medical and Dental University,Japan,Asia,S,FO,VH,Public,15.7,701.0,9.5,701.0,100.0,13.0,29.1,595.0,3.1,801,22.6,693.0,24.3,698.0,23.3,80100%,1.8,801.0,37.5,801,25.1,QS,,,,,,,,,,,
697,621-630,Universidad de Alcalá,Spain,Europe,L,FC,VH,Public,13.8,701.0,10.2,701.0,72.5,212.0,10.8,801.0,11.8,801,50.9,403.0,55.6,369.0,79.4,36100%,11.8,801.0,72.1,291=,25.1,QS,,,,,,,,,,,
697,611-620,University of Klagenfurt,Austria,Europe,S,CO,VH,Public,7.2,701.0,5.8,701.0,57.4,318.0,16.4,777.0,98.2,138,94.8,127.0,95.2,108.0,43.9,80100%,13.6,801.0,36.3,801,25.1,QS,,,,,,,,,,,
697,641-650,"University of Missouri, Columbia",United States of America,Americas,L,FC,VH,Public,17.2,701.0,15.7,701.0,38.5,526.0,23.5,664.0,29.7,588,6.4,801.0,5.0,801.0,71.8,50300%,48.0,361.0,50.9,684=,25.1,QS,,,,,,,,,,,
701-710,681-690,Jeonbuk National University (formerly known as Chonbuk National University),Republic of Korea,Asia,L,FC,VH,Public,19.9,618.0,14.2,701.0,73.7,207.0,21.4,693.0,12.5,801,16.5,789.0,20.4,756.0,34.0,80100%,3.5,801.0,64.6,407=,-,QS,,,,,,,,,,,
701-710,781-790,Kasetsart University,Thailand,Asia,XL,CO,VH,Public,37.4,320.0,37.1,383.0,10.3,801.0,4.6,801.0,7.7,801,1.7,801.0,6.2,801.0,46.2,80100%,31.2,534.0,60.8,491=,-,QS,,,,,,,,,,,
701-710,711-720,"Lingnan University, Hong Kong","Hong Kong SAR, China",Asia,S,CO,VH,Public,16.0,701.0,12.5,701.0,19.3,801.0,22.3,681.0,100.0,38,99.6,55.0,93.1,126.0,10.6,80100%,5.0,801.0,47.0,789=,-,QS,,,,,,,,,,,
701-710,565,Nanjing University of Science and Technology,China (Mainland),Asia,L,FO,VH,Public,7.0,701.0,8.5,701.0,14.6,801.0,86.1,117.0,,,,,,,38.2,80100%,6.4,801.0,39.4,801,-,QS,,,,,,,,,,,
701-710,691-700,Shiraz University,Iran (Islamic Republic of),Asia,L,CO,VH,Public,10.2,701.0,10.9,701.0,6.0,801.0,68.3,228.0,1.2,801,4.3,801.0,8.0,801.0,68.1,56500%,23.4,664.0,45.7,801,-,QS,,,,,,,,,,,
701-710,691-700,Universidad Panamericana (UP),Mexico,Americas,L,FO,HI,Private not for Profit,15.9,701.0,34.4,419.0,81.2,162.0,1.7,801.0,24.5,655,5.0,801.0,4.0,801.0,14.3,80100%,73.5,191.0,36.2,801,-,QS,,,,,,,,,,,
701-710,741-750,University of Central Florida,United States of America,Americas,XL,FC,VH,Public,18.6,659.0,37.1,384.0,4.1,801.0,33.0,553.0,13.2,801,7.7,801.0,6.0,801.0,73.7,47500%,17.4,775.0,45.9,801,-,QS,,,,,,,,,,,
701-710,651-660,University of Zagreb,Croatia,Europe,XL,FC,VH,Public,23.2,545.0,12.8,701.0,26.8,700.0,8.1,801.0,1.9,801,5.1,801.0,10.0,801.0,92.1,14500%,98.4,34.0,60.9,486=,-,QS,,,,,,,,,,,
711-720,801-850,Asia University Taiwan,Taiwan,Asia,M,CO,VH,Private for Profit,9.0,701.0,2.8,701.0,5.1,801.0,79.9,156.0,14.5,801,6.0,801.0,10.2,801.0,64.2,63300%,2.1,801.0,36.6,801,-,QS,,,,,,,,,,,
711-720,721-730,Budapest University of Technology and Economics,Hungary,Europe,L,FO,VH,Public,20.8,595.0,37.5,375.0,18.6,801.0,15.3,800.0,4.6,801,22.7,691.0,28.8,629.0,60.0,69100%,37.8,460.0,57.9,545,-,QS,,,,,,,,,,,
711-720,721-730,Drexel University,United States of America,Americas,L,FC,VH,Private not for Profit,8.9,701.0,11.2,701.0,30.2,630.0,36.9,503.0,31.3,572,37.4,521.0,43.0,483.0,68.8,55200%,35.3,487.0,48.7,737=,-,QS,,,,,,,,,,,
711-720,681-690,"Goldsmiths, University of London",United Kingdom,Europe,M,FO,VH,Public,18.3,668.0,7.5,701.0,20.8,801.0,17.0,765.0,89.1,230,97.8,93.0,97.9,82.0,22.7,80100%,25.2,637.0,43.0,801,-,QS,,,,,,,,,,,
711-720,661-670,ISCTE - Instituto Universitario de Lisboa,Portugal,Europe,L,FO,VH,Public,8.6,701.0,19.0,687.0,3.2,801.0,42.4,448.0,27.1,623,55.8,375.0,60.0,342.0,49.8,80100%,40.3,435.0,56.7,562=,-,QS,,,,,,,,,,,
711-720,595,ITMO University,Russian Federation,Europe,L,FO,VH,Public,12.7,701.0,17.4,701.0,92.6,89.0,11.0,801.0,27.2,621,44.5,453.0,49.7,418.0,60.1,68900%,3.9,801.0,26.6,801,-,QS,,,,,,,,,,,
711-720,751-760,Technische Universität Braunschweig,Germany,Europe,L,CO,VH,Public,14.4,701.0,21.9,604.0,69.9,232.0,9.7,801.0,,,50.9,405.0,38.0,515.0,66.1,60800%,19.3,738.0,47.4,776=,-,QS,,,,,,,,,,,
711-720,801-850,Toronto Metropolitan University (formerly Ryerson University),Canada,Americas,XL,CO,VH,Public,12.5,701.0,19.4,673.0,2.3,801.0,41.0,459.0,46.5,458,19.6,736.0,25.7,676.0,60.9,67900%,20.1,723.0,66.0,381=,-,QS,,,,,,,,,,,
711-720,601-610,Universität Hohenheim,Germany,Europe,M,SP,VH,Public,9.1,701.0,11.1,701.0,19.6,801.0,45.4,409.0,31.8,565,38.4,512.0,28.7,631.0,74.1,46400%,7.7,801.0,55.0,604,-,QS,,,,,,,,,,,
711-720,721-730,Université de Rennes 1,France,Europe,L,FO,VH,Public,21.3,581.0,11.0,701.0,15.6,801.0,36.7,510.0,15.9,781,19.0,745.0,14.4,801.0,86.9,21800%,9.8,801.0,49.4,719=,-,QS,,,,,,,,,,,
711-720,701-710,University of Nebraska - Lincoln,United States of America,Americas,L,CO,VH,Public,14.3,701.0,11.5,701.0,23.8,756.0,37.7,495.0,27.1,622,12.1,801.0,18.1,794.0,79.6,35900%,17.5,771.0,63.8,427=,-,QS,,,,,,,,,,,
721-730,711-720,National University of Science and Technology MISiS,Russian Federation,Europe,M,FO,VH,Public,7.2,701.0,15.5,701.0,76.8,186.0,21.0,698.0,10.7,801,67.4,294.0,70.2,268.0,43.7,80100%,25.1,638.0,37.5,801,-,QS,,,,,,,,,,,
721-730,781-790,National University of Uzbekistan,Uzbekistan,Asia,L,CO,HI,Public,29.7,412.0,38.9,355.0,7.5,801.0,1.9,801.0,92.9,200,6.8,801.0,10.4,801.0,21.3,80100%,30.4,545.0,43.5,801,-,QS,,,,,,,,,,,
721-730,691-700,Pakistan Institute of Engineering and Applied Sciences (PIEAS),Pakistan,Asia,S,SP,HI,Public,7.4,701.0,15.1,701.0,62.8,281.0,66.0,241.0,,,,,,,19.0,80100%,3.8,801.0,10.4,801,-,QS,,,,,,,,,,,
721-730,,Prince Sattam Bin Abdulaziz University,Saudi Arabia,Asia,L,FO,VH,Public,6.4,701.0,3.1,701.0,69.3,237.0,19.6,720.0,99.6,109,15.5,801.0,18.4,789.0,93.6,10900%,3.0,801.0,36.3,801,-,QS,,,,,,,,,,,
721-730,701-710,Taras Shevchenko National University of Kyiv,Ukraine,Europe,L,CO,VH,Public,21.9,567.0,50.1,254.0,30.7,619.0,3.9,801.0,1.7,801,3.7,801.0,8.2,801.0,37.6,80100%,72.0,200.0,37.9,801,-,QS,,,,,,,,,,,
