University_Name,Country,Year,QS_Rank,QS_Previous_Rank,QS_Academic_Reputation_Score,QS_Region,QS_Size,QS_Focus,QS_Research_Level,QS_Status,THE_Rank,THE_Student_Population,THE_Students_to_Staff_Ratio,THE_International_Students_Pct,THE_Female_Ratio,THE_Male_Ratio,THE_Overall_Score,THE_Teaching,THE_Research_Environment,THE_Research_Quality,THE_Industry_Impact,THE_International_Outlook,Data_Source,QS_THE_Match_Status,QS_Data_Available,THE_Data_Available
Applied Science Private University - Jordan,Jordan,2026,795.5,875.5,16.4,Asia,M,CO,HI,Private for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Applied Science University - Bahrain,Bahrain,2026,613,539,26.6,Asia,S,FO,VH,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
"Arab Academy for Science, Technology and Maritime Transport",Egypt,2026,1100.5,1100.5,7.5,Africa,L,FO,VH,Public,1020,32274,10.6,14,48,52,35.0975,35.1,20.6,44.3,28.6,57.8,QS + THE,Matched,TRUE,TRUE
Arabian Gulf University,Bahrain,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,464,1458,6.5,73,71,29,47.409,45.2,13.8,73,29.2,93.4,THE only,THE record not matched in QS,FALSE,TRUE
Arak University,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1730,6265,19.2,13,62,38,23.594,19.3,14.6,32.9,29.1,35.1,THE only,THE record not matched in QS,FALSE,TRUE
Ardabil University of Medical Sciences,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1181,3986,12.1,1,53,47,32.409,28,11.1,61.5,21.5,21.6,THE only,THE record not matched in QS,FALSE,TRUE
Ariel University,Israel,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1408,12587,18.4,1,50,50,28.536,19.7,21,41.8,37.3,34.7,THE only,THE record not matched in QS,FALSE,TRUE
Aristotle University of Thessaloniki,Greece,2026,485,508,38.2,Europe,XL,FC,VH,Public,936,47845,18.9,5,58,42,36.6215,22.7,19.4,63.4,62.6,37,QS + THE,Matched,TRUE,TRUE
Arizona State University,United States,2026,173,200,63.9,Americas,XL,CO,VH,Public,213,52956,18.9,17,45,55,57.94,39.6,44.5,84.1,70.7,70.6,QS + THE,Matched,TRUE,TRUE
Arts et Métiers,France,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,887,6012,16.6,14,19,81,37.477,35.1,23,40.6,82.5,66.3,THE only,THE record not matched in QS,FALSE,TRUE
Asfendiyarov Kazakh National Medical University,Kazakhstan,2026,1100.5,975.5,7.3,Asia,M,FO,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Ashoka University,India,2026,1300.5,-1,10.1,Asia,S,SP,VH,Private for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Asia Pacific University of Technology and Innovation (APU) Malaysia,Malaysia,2026,597,615.5,17.3,Asia,S,SP,HI,Private for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Asia University Taiwan,Taiwan,2026,715.5,825.5,9,Asia,M,CO,VH,Private for Profit,492,10858,29.9,3,63,37,46.5825,16.6,34.9,82.8,75.3,49.5,QS + THE,Matched,TRUE,TRUE
Assiut University,Egypt,2026,1100.5,1100.5,16.3,Africa,XL,FC,HI,Public,1300,86744,13.2,5,51,49,30.4025,23.6,12.4,48.3,25.3,57.9,QS + THE,Matched,TRUE,TRUE
Aston University,United Kingdom,2026,395,423,18.1,Europe,L,CO,VH,Public,427,15710,20.9,35,47,53,48.841,21.7,26.2,83.6,64.6,95.7,QS + THE,Matched,TRUE,TRUE
Aswan University,Egypt,2026,1401,-1,7.1,Africa,L,FC,HI,Public,1184,32185,31.6,0,50,50,32.31,16,11.9,64.9,22.6,50.2,QS + THE,Matched,TRUE,TRUE
Atatürk University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,953,33912,24.7,10,50,50,36.275,29.5,28,51.8,29,36.7,THE only,THE record not matched in QS,FALSE,TRUE
Ataturk University,Türkiye,2026,1300.5,1300.5,8.1,Asia,XL,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Ateneo de Manila University,Philippines,2026,511,516,32.2,Asia,L,FC,MD,Private not for Profit,1070,14540,10.1,1,56,44,34.245,27,11.2,64.7,23.8,35.6,QS + THE,Matched,TRUE,TRUE
Athens University of Economics And Business,Greece,2026,975.5,975.5,10.1,Europe,M,SP,HI,Public,1207,9211,44.7,5,46,54,32.0315,18.7,24.6,45.3,63.4,43.4,QS + THE,Matched,TRUE,TRUE
Atılım University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1799,9249,22.2,12,46,54,22.279,16,11.5,32.6,24.1,46.4,THE only,THE record not matched in QS,FALSE,TRUE
Atma Jaya Catholic University Indonesia,Indonesia,2026,1401,1300.5,11.1,Asia,M,FO,HI,Private for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Atma Jaya Catholic University of Indonesia,Indonesia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1923,7908,17.6,7,46,54,19.389,18,12.7,19.5,22.9,48.4,THE only,THE record not matched in QS,FALSE,TRUE
Auburn University,United States,2026,875.5,975.5,11.6,Americas,XL,CO,VH,Public,644,28365,18.5,7,51,49,42.5055,36.5,27.9,55.6,71.8,54.6,QS + THE,Matched,TRUE,TRUE
Auckland University of Technology,New Zealand,2026,410,412,29.6,Oceania,L,CO,VH,Public,587,17420,17,49,59,41,44.1985,22.6,22.8,73.6,49.8,91.3,QS + THE,Matched,TRUE,TRUE
Auezov South Kazakhstan State University (SKSU),Kazakhstan,2026,735.5,625.5,21.2,Asia,L,CO,MD,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Austral University,Argentina,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1311,6488,10.8,8,55,45,30.2045,23,11.8,50.6,22,52.5,THE only,THE record not matched in QS,FALSE,TRUE
Austral University of Chile,Chile,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1705,18781,19.1,1,55,45,23.952,15.6,17.2,29.2,41.8,52.4,THE only,THE record not matched in QS,FALSE,TRUE
Australian Catholic University,Australia,2026,875.5,925.5,12,Oceania,L,CO,HI,Public,425,22604,31.7,20,76,24,48.927,17.7,24.7,97.1,28,83.9,QS + THE,Matched,TRUE,TRUE
Australian National University,Australia,2026,32,30,97.9,Oceania,L,FC,VH,Public,74,17243,13.3,51,54,46,71.1075,56.7,62.6,85.7,86.3,94.2,QS + THE,Matched,TRUE,TRUE
Autonomous University of Baja California,Mexico,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2136,69358,21.2,0,55,45,14.4465,14.8,9,14.4,18.2,32.3,THE only,THE record not matched in QS,FALSE,TRUE
Autonomous University of Guerrero (UAGro),Mexico,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2175,34492,24.3,0,59,41,13.1585,16,7.7,10.9,17.7,29.7,THE only,THE record not matched in QS,FALSE,TRUE
Autonomous University of Madrid,Spain,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,384,29772,13,14,62,38,50.303,41.8,31.3,73.4,66.5,56.2,THE only,THE record not matched in QS,FALSE,TRUE
Autonomous University of Sinaloa,Mexico,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1479,79206,17.3,9,55,45,27.538,16.9,7.6,55.8,16.9,39.1,THE only,THE record not matched in QS,FALSE,TRUE
Aydın Adnan Menderes University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1769,13698,13.8,2,51,49,22.7985,28.4,20.3,20,20.4,22.9,THE only,THE record not matched in QS,FALSE,TRUE
Azarbaijan Shahid Madani University,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1223,7326,17.8,9,57,43,31.7375,19.3,13.7,61,20.4,39.4,THE only,THE record not matched in QS,FALSE,TRUE
Azerbaijan State Oil and Industry University,Azerbaijan,2026,875.5,1100.5,13.1,Asia,L,FO,HI,Public,1962,12831,10.3,6,38,62,18.5745,25,8.1,15.7,19.7,44.7,QS + THE,Matched,TRUE,TRUE
Azerbaijan State University of Economics,Azerbaijan,2026,825.5,1100.5,21.2,Asia,L,FO,HI,Public,905,13473,9.2,7,44,56,37.151,23.4,9.3,74.5,19.4,59,QS + THE,Matched,TRUE,TRUE
Azerbaijan Technical University,Azerbaijan,2026,875.5,-1,19.1,Asia,M,SP,MD,Not Available,2097,9118,6.9,8,47,53,15.5225,26.2,7.5,5.7,30.4,35.9,QS + THE,Matched,TRUE,TRUE
Azerbaijan University of Architecture and Construction,Azerbaijan,2026,1100.5,-1,25.7,Asia,M,FO,MD,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
B. S. Abdur Rahman Crescent Institute of Science and Technology,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1721,9428,16.5,0,28,72,23.754,20.1,10.6,39.4,26.2,25.1,THE only,THE record not matched in QS,FALSE,TRUE
Babcock University,Nigeria,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1535,13134,28.1,0,51,49,26.7055,27.6,9.9,41.8,16,33.5,THE only,THE record not matched in QS,FALSE,TRUE
Babes-Bolyai University,Romania,2026,765.5,785.5,21.9,Europe,XL,CO,VH,Public,1313,40388,18.8,5,64,36,30.194,20.7,18.6,48.1,32.9,39.3,QS + THE,Matched,TRUE,TRUE
Babol Noshirvani University of Technology,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,655,5917,26.6,3,34,66,42.275,22.1,21.9,86.1,36.3,28.3,THE only,THE record not matched in QS,FALSE,TRUE
Babol University of Medical Sciences,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,774,4418,11.8,1,54,46,39.6225,40.7,12.6,71.1,22.3,23.2,THE only,THE record not matched in QS,FALSE,TRUE
Badji Mokhtar University – Annaba,Algeria,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1762,30510,9,2,75,25,22.922,39.9,8.8,17,21.3,35.3,THE only,THE record not matched in QS,FALSE,TRUE
Bahauddin Zakariya University,Pakistan,2026,1300.5,1300.5,8.5,Asia,L,CO,VH,Public,784,19120,19.5,0,40,60,39.461,23.7,18.1,75,25.2,49.5,QS + THE,Matched,TRUE,TRUE
Bahçeşehir University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,974,19548,46,24,50,50,35.971,19,22.9,59.4,34,60.6,THE only,THE record not matched in QS,FALSE,TRUE
Bahria University,Pakistan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1183,23030,20,1,48,52,32.3695,15,10.6,65.4,34.7,51.5,THE only,THE record not matched in QS,FALSE,TRUE
Baku Engineering University,Azerbaijan,2026,925.5,-1,24.9,Asia,M,FO,MD,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Baku State University,Azerbaijan,2026,688,975.5,22,Asia,L,CO,HI,Public,1791,19165,12.1,5,60,40,22.4135,30.1,10.1,21.2,21,45.4,QS + THE,Matched,TRUE,TRUE
Balıkesir University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2148,31117,24.9,2,48,52,14.2805,14.6,9.9,15.7,21,20.7,THE only,THE record not matched in QS,FALSE,TRUE
"Balochistan University of Information Technology, Engineering and Management Sciences (BUITEMS)",Pakistan,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1763,15352,24.6,0,22,78,22.9095,10.8,9.5,41.3,20.9,49.9,THE only,THE record not matched in QS,FALSE,TRUE
Banaras Hindu University,India,2026,1100.5,1100.5,18.9,Asia,L,FC,VH,Public,605,12447,7.9,4,49,51,43.5905,49.9,18,67.8,31,27.6,QS + THE,Matched,TRUE,TRUE
Banasthali University,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1279,12751,22.4,2,99,1,30.6305,29.8,13.4,50.1,29.4,23.3,THE only,THE record not matched in QS,FALSE,TRUE
Bandung Institute of Technology (ITB),Indonesia,2026,255,256,58.5,Asia,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Bangladesh Agricultural University (BAU),Bangladesh,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1112,7855,13.3,1,45,55,33.49,21.2,10.3,65.2,24.6,49.4,THE only,THE record not matched in QS,FALSE,TRUE
Bangladesh University of Engineering and Technology,Bangladesh,2026,765.5,765.5,21.3,Asia,M,SP,VH,Public,1032,5814,11.3,0,22,78,34.891,23.1,15.2,65.4,38.4,33.5,QS + THE,Matched,TRUE,TRUE
Bangor University,United Kingdom,2026,566,474,12.8,Europe,M,FC,VH,Public,507,9035,15.7,31,59,41,46.039,28.3,26,70.3,63.2,87.1,QS + THE,Matched,TRUE,TRUE
Baqiyatallah University of Medical Sciences,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,961,2650,7.4,3,23,77,36.1925,39.5,18.1,50,64.9,22.6,THE only,THE record not matched in QS,FALSE,TRUE
Bar-Ilan University,Israel,2026,660,675.5,11,Asia,L,FC,VH,Public,715,19887,20.6,4,58,42,40.939,33.8,34.8,52.6,65.9,32.8,QS + THE,Matched,TRUE,TRUE
Bartin University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1151,10537,21.8,14,49,51,32.876,13.7,14.3,69.5,18.5,41.3,THE only,THE record not matched in QS,FALSE,TRUE
Bashkir State Medical University,Russia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1767,14567,9.8,36,47,53,22.887,28.3,10.3,23.5,20.1,49.3,THE only,THE record not matched in QS,FALSE,TRUE
Başkent University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1991,14593,13.7,3,59,41,17.9745,20.8,11.8,19,24.6,23.1,THE only,THE record not matched in QS,FALSE,TRUE
Bauman Moscow State Technical University,Russia,2026,320,298,41.1,Europe,L,CO,VH,Public,340,15623,6.9,20,45,55,52.136,68.4,42.8,43,54.4,59.6,QS + THE,Matched,TRUE,TRUE
Bayero University,Nigeria,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1178,29362,16.9,0,44,56,32.4775,22.5,11,60.7,18,49.6,THE only,THE record not matched in QS,FALSE,TRUE
Baylor University,United States,2026,1100.5,1100.5,8.7,Americas,L,CO,VH,Private not for Profit,807,21096,14.9,6,61,39,38.9465,43,19.4,53.6,43.2,37.7,QS + THE,Matched,TRUE,TRUE
Beihang University,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,252,35223,13.4,4,-1,-1,56.3285,47.8,46.5,73.8,100,34.7,THE only,THE record not matched in QS,FALSE,TRUE
Beihang University (former BUAA),China (Mainland),2026,388,452,18.3,Asia,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Beijing Foreign Studies University,China (Mainland),2026,1300.5,1300.5,8.4,Asia,M,SP,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Beijing Institute of Technology,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,238,33624,12.9,12,-1,-1,56.9185,46.5,44.3,76.6,99.6,45.2,THE only,THE record not matched in QS,FALSE,TRUE
Beijing Institute of Technology,China (Mainland),2026,259,302,34.3,Asia,XL,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Beijing Jiaotong University,China (Mainland),2026,875.5,925.5,12.3,Asia,L,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Beijing Normal University,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,136,29655,15.5,7,-1,-1,62.893,59.6,49.3,80.9,89.1,42.4,THE only,THE record not matched in QS,FALSE,TRUE
Beijing Normal University,China (Mainland),2026,247,271,47.6,Asia,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Beijing University of Chemical Technology,China,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,451,26260,18.5,1,40,60,48.009,26.4,31.8,84.2,96.6,25,THE only,THE record not matched in QS,FALSE,TRUE
Beijing University of Chemical Technology,China (Mainland),2026,697,705.5,6.1,Asia,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Beijing University of Chinese Medicine,China (Mainland),2026,1300.5,1300.5,5.7,Asia,L,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Beijing University of Posts and Telecommunications,China (Mainland),2026,1100.5,925.5,4.3,Asia,L,FO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Beijing University of Technology,China (Mainland),2026,795.5,825.5,9,Asia,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Beirut Arab University,Lebanon,2026,676,645.5,20,Asia,S,FC,HI,Private not for Profit,799,4167,10.4,21,45,55,39.079,43,17.3,46.3,21.8,88.2,QS + THE,Matched,TRUE,TRUE
Belarusian National Technical University,Belarus,2026,875.5,825.5,16.6,Europe,L,SP,LO,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Belarusian State University,Belarus,2026,447,387,32.5,Europe,L,CO,HI,Public,1880,23445,8.3,22,58,42,20.5105,24.7,11.1,10.9,45,65.8,QS + THE,Matched,TRUE,TRUE
Belarusian State University of Informatics and Radioelectronics,Belarus,2026,1401,1300.5,6.7,Europe,M,CO,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Belgorod State National Research University,Russia,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1939,17325,21.2,22,57,43,18.958,21.8,16.4,11.1,34.9,40.6,THE only,THE record not matched in QS,FALSE,TRUE
Belgorod State University,Russia,2026,1401,1300.5,3.1,Europe,L,FC,HI,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Ben Gurion University of The Negev,Israel,2026,469,471,19.5,Asia,L,FC,VH,Public,738,16196,12,2,52,48,40.3075,35.5,25.3,57.3,65.2,36,QS + THE,Matched,TRUE,TRUE
Benemérita Universidad Autónoma de Puebla,Mexico,2026,1300.5,1300.5,19.9,Americas,XL,FC,HI,Public,2024,84699,24,1,53,47,17.3135,23.3,9.8,13.5,21.2,36,QS + THE,Matched,TRUE,TRUE
Benha University,Egypt,2026,1401,-1,6.2,Africa,XL,FC,HI,Public,1235,111190,28.9,1,46,54,31.5795,16.5,10.3,63.9,22,49,QS + THE,Matched,TRUE,TRUE
Beni-Suef University,Egypt,2026,1300.5,-1,8.7,Africa,XL,FC,HI,Public,1096,82628,44.9,1,48,52,33.79,25.8,11.3,59.4,22.8,55.6,QS + THE,Matched,TRUE,TRUE
Bernardo O’Higgins University,Chile,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2082,9085,17.7,2,66,34,15.918,14.6,10.8,13.1,22.6,48.6,THE only,THE record not matched in QS,FALSE,TRUE
Beykent University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2079,19003,24,5,55,45,15.9685,14.4,8.3,21.9,17.4,27.3,THE only,THE record not matched in QS,FALSE,TRUE
Bezmiâlem Vakif University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1608,2814,8.1,5,70,30,25.522,37.8,12,26.1,22.9,28.6,THE only,THE record not matched in QS,FALSE,TRUE
Bharathiar University,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,806,3927,19.2,0,55,45,38.9675,35.9,25.9,55.7,45.4,31.2,THE only,THE record not matched in QS,FALSE,TRUE
Bharathidasan University,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1238,3430,20.1,0,53,47,31.558,34.7,18.3,41.1,32.3,31.9,THE only,THE record not matched in QS,FALSE,TRUE
Bharati Vidyapeeth University,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1813,10893,7.6,0,52,48,21.8565,27.1,11.1,25.1,39.2,20.6,THE only,THE record not matched in QS,FALSE,TRUE
Bialystok University of Technology,Poland,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1843,6335,11,5,34,66,21.2565,23.5,14,23.5,28.6,27.6,THE only,THE record not matched in QS,FALSE,TRUE
Bilecik Şeyh Edebali University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1861,12222,16.7,19,47,53,20.987,16.3,10.2,31.7,21.7,37.9,THE only,THE record not matched in QS,FALSE,TRUE
Bilkent University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,631,8980,19.8,6,48,52,42.783,28.4,35.5,51.3,99.5,63.2,THE only,THE record not matched in QS,FALSE,TRUE
Bilkent University,Türkiye,2026,415,477,33.8,Asia,M,CO,VH,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Binghamton University SUNY,United States,2026,1100.5,1100.5,10.1,Americas,L,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
BINUS UNIVERSITY (Bina Nusantara University),Indonesia,2026,875.5,975.5,20.1,Asia,L,CO,VH,Private for Profit,1445,15258,13.9,4,41,59,28.1345,21.4,23.5,34.2,50.6,36.3,QS + THE,Matched,TRUE,TRUE
Birjand University of Medical Sciences,Iran,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,817,4171,12,5,57,43,38.692,36.2,12.5,70,20.2,34.4,THE only,THE record not matched in QS,FALSE,TRUE
"Birkbeck College, University of London",United Kingdom,2026,388,408,15.5,Europe,M,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
"Birkbeck, University of London",United Kingdom,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,349,7420,17.3,43,57,43,51.717,34.2,32.2,76,65.5,91.6,THE only,THE record not matched in QS,FALSE,TRUE
Birla Institute of Technology,India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1122,5296,16.7,0,25,75,33.344,22.7,20,58.1,45.5,21.3,THE only,THE record not matched in QS,FALSE,TRUE
Birla Institute of Technology and Science,India,2026,668,825.5,18,Asia,L,CO,VH,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
"Birla Institute of Technology and Science, Pilani",India,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,818,16157,15.3,3,20,80,38.69,29,20.9,66.9,46.1,28.8,THE only,THE record not matched in QS,FALSE,TRUE
Birmingham City University,United Kingdom,2026,1100.5,1100.5,8.2,Europe,XL,FO,HI,Public,952,27055,18.5,31,62,38,36.297,17.9,13.4,65.5,25.2,86.3,QS + THE,Matched,TRUE,TRUE
Biruni University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1312,12510,22.2,17,70,30,30.1995,14.7,11.3,58.8,17.9,56.4,THE only,THE record not matched in QS,FALSE,TRUE
Birzeit university,Palestine,2026,1300.5,1300.5,12.5,Asia,M,CO,HI,Private not for Profit,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Blida 1 University,Algeria,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2084,31068,22.5,2,65,35,15.8545,18.3,8.2,15.7,18.2,35.2,THE only,THE record not matched in QS,FALSE,TRUE
Boğaziçi University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,486,11998,28.5,5,46,54,46.8245,32.9,36.1,60.9,94,61.6,THE only,THE record not matched in QS,FALSE,TRUE
Bogazici University,Türkiye,2026,371,418,36.2,Asia,M,CO,VH,Public,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,QS only,QS record not matched in THE,TRUE,FALSE
Bogomolets National Medical University,Ukraine,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,2095,10627,7.9,8,-1,-1,15.567,24,9.9,9.8,17.4,26.4,THE only,THE record not matched in QS,FALSE,TRUE
Bolu Abant Izzet Baysal University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1893,26718,24.9,16,56,44,20.2275,17.1,9.7,29.2,19,38,THE only,THE record not matched in QS,FALSE,TRUE
Bond University,Australia,2026,591,587,5.9,Oceania,S,FO,VH,Private not for Profit,462,3588,10.2,32,56,44,47.509,26.8,21.9,87.3,25.8,80.4,QS + THE,Matched,TRUE,TRUE
Boston College,United States,2026,526,635.5,29.9,Americas,L,CO,VH,Private not for Profit,282,12989,14.6,13,55,45,55.165,45.8,33.1,84,60,59.4,QS + THE,Matched,TRUE,TRUE
Boston University,United States,2026,88,108,75.3,Americas,L,FC,VH,Private not for Profit,77,29239,11.4,33,58,42,70.365,61.2,56.5,91.8,72.4,73.2,QS + THE,Matched,TRUE,TRUE
Botswana International University of Science and Technology (BIUST),Botswana,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1498,2491,12.2,10,37,63,27.2845,23.7,14.1,33.1,19.6,73.2,THE only,THE record not matched in QS,FALSE,TRUE
Bournemouth University,United Kingdom,2026,825.5,775.5,8,Europe,L,CO,VH,Public,471,15605,19.9,24,54,46,47.175,18.8,21.7,89.3,46.4,89.2,QS + THE,Matched,TRUE,TRUE
Bozok University,Turkey,2026,-1,-1,-1,Not Available,Not Available,Not Available,Not Available,Not Available,1997,15781,18.8,9,51,49,17.8935,13.6,10,26.7,17.1,30.5,THE only,THE record not matched in QS,FALSE,TRUE
BRAC University,Bangladesh,2026,1300.5,1100.5,14.9,Asia,L,CO,HI,Private not for Profit,1062,17235,21.2,1,45,55,34.4115,13.6,13.4,74.9,19.9,43.3,QS + THE,Matched,TRUE,TRUE
