Rank_QS,Previous Rank,Name_QS,Country/Territory,Region,Size,Focus,Research,Status,Academic Reputation SCORE,Academic Reputation  RANK,Employer Reputation SCORE,Employer Reputation RANK,Faculty Student Ratio SCORE,Faculty Student Ratio RANK,Citations per Faculty SCORE,Citations per Faculty RANK,International Faculty  SCORE,International Faculty  RANK,International Student SCORE,International student  RANK,International Students Diversity SCORE,International Students Diversity RANK,International Research Network SCORE,International Research Network RANK,Employment Outcomes SCORE,Employment Outcomes RANK,Sustainability SCORE,Sustainability RANK,Overall SCORE,Rank_THE,Name_THE,Country,Student Population,Students to Staff Ratio,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year
107,109,Technical University of Denmark,Denmark,Europe,M,FO,VH,Public,44.8,264,36.2,396,98.4,49,90.9,99,100.0,52,95.9,113.0,96.1,96.0,87.1,213.0,60.5,269,68.0,351=,67.5,121,Technical University of Denmark,Denmark,11254,8.8,0.37,34 : 66,64.34,51.2,46.5,82.6,99.9,93.0,2026
109,107,Tohoku University,Japan,Asia,L,FC,VH,Public,84.5,82,86.5,84,98.2,52,35.5,519,20.5,705,19.4,739.0,25.5,678.0,70.1,529.0,36.5,474,82.0,149=,66.7,105,Tohoku University,Japan,17349,12.6,0.13,28 : 72,65.7274999999999,70.9,70.8,52.8,100.0,59.2,2026
110,116,University of Wisconsin-Madison,United States of America,Americas,XL,FC,VH,Public,85.7,78,63.1,172,84.3,141,28.1,606,57.7,400,37.0,527.0,42.6,488.0,88.9,192.0,91.0,96,72.5,281=,66.6,54,University of Wisconsin-Madison,United States,45254,10.7,0.15,,75.0445,70.3,68.8,88.0,82.6,62.0,2026
112,122,Qatar University,Qatar,Asia,M,FC,VH,Public,43.3,273,56.5,208,73.8,206,73.3,188,100.0,26,98.6,83.0,98.6,70.0,89.6,179.0,98.9,29,72.2,289=,66.5,221,Qatar University,Qatar,9539,8.2,0.38,,57.5884999999999,32.4,38.1,89.1,79.1,94.5,2026
113,104,University of St Andrews,United Kingdom,Europe,M,FO,VH,Public,61.5,165,74.9,127,63.8,278,51.3,368,98.8,131,99.7,47.0,99.7,36.0,87.7,208.0,28.9,575,86.2,97,66.4,164,University of St Andrews,United Kingdom,11265,12.9,0.49,"2 days, 11:41:00",60.9,50.6,43.3,78.2,71.9,94.4,2026
114,113,Aalto University,Finland,Europe,L,FO,VH,Public,57.5,189,56.1,212,35.1,564,79.6,160,97.2,147,60.0,343.0,63.9,312.0,80.9,332.0,97.1,55,88.3,77,66.3,196,Aalto University,Finland,15131,21.3,0.26,39 : 61,59.017,44.3,43.4,78.9,91.0,80.7,2026
114,130,"University of California, Davis",United States of America,Americas,XL,FC,VH,Public,72.7,125,70.1,146,28.3,675,66.5,237,86.5,250,61.9,327.0,65.6,298.0,90.8,165.0,38.0,457,79.8,174,66.3,64,"University of California, Davis",United States,38565,13.6,0.22,"2 days, 10:42:00",72.8189999999999,63.9,66.4,84.9,86.5,77.1,2026
116,117,University of Helsinki,Finland,Europe,L,CO,VH,Public,74.5,114,37.7,370,66.9,256,62.7,262,78.5,305,13.1,801.0,19.1,779.0,96.1,57.0,94.2,80,95.6,18,66.1,104,University of Helsinki,Finland,22974,15.8,0.07,"2 days, 20:32:00",65.738,50.4,57.3,90.1,70.7,58.6,2026
118,126,University College Dublin,Ireland,Europe,L,FC,VH,Public,66.5,149,57.6,204,19.7,801,62.0,272,99.5,112,89.6,170.0,90.5,144.0,89.0,188.0,92.2,88,91.7,49=,66,223,University College Dublin,Ireland,25252,19.1,0.35,,57.4665,35.5,41.7,84.0,74.9,89.4,2026
119,141,Leiden University,Netherlands,Europe,XL,FC,VH,Public,80.4,97,46.3,288,30.3,629,64.9,249,89.7,225,68.4,288.0,50.9,408.0,94.3,93.0,61.2,263,58.6,530=,65.7,70,Leiden University,Netherlands,34441,17.6,0.22,"2 days, 10:42:00",71.3344999999999,49.3,63.3,93.6,99.1,85.2,2026
119,141,Rice University,United States of America,Americas,M,CO,VH,Private not for Profit,50.6,221,51.0,245,74.9,196,81.6,148,91.3,215,96.6,104.0,96.8,91.0,66.3,605.0,45.7,381,81.5,156,65.7,103,Rice University,United States,8223,10.3,0.31,"1 day, 19:57:00",65.8395,56.7,46.8,88.1,72.9,82.6,2026
119,119,University of Oslo,Norway,Europe,L,FC,VH,Public,67.8,143,27.7,498,78.4,176,67.7,232,95.8,167,46.0,439.0,34.3,560.0,96.8,43.0,86.6,129,72.3,286=,65.7,114,University of Oslo,Norway,20102,11.7,0.18,"2 days, 16:36:00",65.1614999999999,47.8,52.5,90.3,75.2,76.5,2026
119,115,University of Waterloo,Canada,Americas,XL,CO,VH,Public,53.0,209,74.2,130,8.8,801,88.3,108,81.5,283,76.6,247.0,78.9,219.0,83.5,285.0,72.0,201,90.5,60,65.7,163,University of Waterloo,Canada,34772,22.7,0.21,"1 day, 23:53:00",60.913,42.7,47.6,83.4,77.0,85.5,2026
123,114,Georgia Institute of Technology,United States of America,Americas,XL,CO,VH,Public,76.0,107,92.8,61,32.4,595,54.2,340,21.5,692,60.4,339.0,64.2,308.0,79.0,368.0,67.5,228,66.1,376=,65.5,42,Georgia Institute of Technology,United States,33325,28.3,0.32,34 : 66,77.1144999999999,60.8,75.8,90.4,99.1,81.5,2026
125,123,RMIT University,Australia,Oceania,XL,CO,VH,Public,55.1,202,60.3,191,7.2,801,91.3,96,100.0,45,95.2,125.0,95.5,106.0,83.1,292.0,49.9,345,87.9,80=,65.3,267,RMIT University,Australia,32309,23.8,0.38,"2 days, 1:51:00",55.7425,35.2,36.2,82.5,78.2,93.1,2026
128,132,Sapienza University of Rome,Italy,Europe,XL,FC,VH,Public,90.7,65,66.4,161,7.8,801,62.9,261,4.0,801,14.8,801.0,20.9,749.0,95.9,61.0,91.5,92,81.9,151=,64.9,172,Sapienza University of Rome,Italy,60428,27.3,0.07,"2 days, 13:39:00",60.6509999999999,55.9,53.5,73.4,85.2,42.9,2026
131,144,Aarhus University,Denmark,Europe,L,FC,VH,Public,68.3,140,41.7,325,42.4,472,74.1,183,96.7,157,25.5,654.0,19.1,777.0,96.3,52.0,79.4,164,73.2,271=,64.3,101,Aarhus University,Denmark,25370,12.8,0.12,"2 days, 12:40:00",66.1985,48.6,58.8,83.9,99.8,75.3,2026
132,150,University of Bath,United Kingdom,Europe,L,CO,VH,Public,48.9,233,81.6,100,20.5,801,75.9,173,95.6,170,86.8,187.0,88.0,156.0,85.3,250.0,50.7,337,83.8,127=,64.2,263,University of Bath,United Kingdom,17650,17.7,0.29,"1 day, 22:54:00",55.894,39.8,35.1,81.0,67.1,93.2,2026
132,133,University of Science and Technology of China,China (Mainland),Asia,L,CO,VH,Public,57.6,188,50.6,248,98.1,56,99.4,30,14.9,801,7.8,801.0,13.5,801.0,74.4,457.0,42.8,410,55.3,596=,64.2,51,University of Science and Technology of China,China,22955,8.2,0.05,,75.6435,72.9,69.8,89.0,98.9,43.2,2026
137,129,Newcastle University,United Kingdom,Europe,L,FC,VH,Public,62.9,162,68.7,152,49.5,388,49.1,379,92.5,205,81.0,220.0,82.8,185.0,95.8,65.0,40.5,433,90.9,56,63.9,145,Newcastle University,United Kingdom,26400,15.0,0.28,"2 days, 6:46:00",62.0815,39.8,43.2,93.0,80.0,89.5,2026
138,133,Macquarie University,Australia,Oceania,L,FC,VH,Public,47.7,242,56.7,206,13.6,801,85.8,119,100.0,86,97.3,98.0,97.5,86.0,91.0,156.0,62.2,252,90.6,59,63.3,169,Macquarie University,Australia,29826,50.2,0.25,,60.711,35.9,42.5,90.9,97.2,88.5,2026
140,136,Eindhoven University of Technology,Netherlands,Europe,M,FO,VH,Public,40.5,296,77.3,115,43.6,455,81.9,146,100.0,87,95.7,119.0,95.9,101.0,74.3,459.0,33.1,512,74.1,255=,63.2,194,Eindhoven University of Technology,Netherlands,10823,19.1,0.36,30 : 70,59.1714999999999,47.7,49.5,67.0,100.0,88.6,2026
140,158,Erasmus University Rotterdam,Netherlands,Europe,L,FO,VH,Public,49.4,230,74.8,129,20.7,801,75.7,174,81.8,280,81.6,216.0,60.8,333.0,81.8,318.0,94.0,81,62.2,454=,63.2,107,Erasmus University Rotterdam,Netherlands,31507,21.1,0.26,"2 days, 6:46:00",65.569,38.5,52.9,95.9,89.2,87.1,2026
143,200,King Saud University,Saudi Arabia,Asia,XL,FC,VH,Public,54.8,204,57.7,201,55.7,336,65.6,244,100.0,89,29.2,600.0,35.2,549.0,96.8,41.0,99.4,23,63.1,439=,63.1,266,King Saud University,Saudi Arabia,42846,11.0,0.11,"1 day, 22:54:00",55.745,38.2,33.8,82.7,89.1,84.0,2026
144,154,Texas A&M University,United States of America,Americas,XL,FC,VH,Public,72.9,124,81.5,101,6.2,801,75.5,175,28.0,608,20.7,717.0,15.6,801.0,93.0,124.0,63.8,244,61.0,480=,63,153,Texas A&M University,United States,68486,22.6,0.08,"1 day, 23:53:00",61.7755,52.5,57.2,73.4,73.5,63.2,2026
146,125,University of Southern California,United States of America,Americas,XL,FC,VH,Private not for Profit,61.2,167,69.6,150,19.6,801,66.2,240,15.8,786,81.2,219.0,82.9,184.0,87.8,204.0,98.0,45,92.1,45=,62.6,75,University of Southern California,United States,42840,13.3,0.27,"2 days, 5:47:00",71.0934999999999,59.8,59.6,92.7,74.9,71.5,2026
147,128,Stockholm University,Sweden,Europe,L,CO,VH,Public,65.1,155,29.5,484,28.3,678,73.6,186,83.0,271,79.4,224.0,59.1,346.0,96.7,45.0,90.5,102,72.1,291=,62.5,204,Stockholm University,Sweden,27746,16.2,0.14,,58.4599999999999,33.5,48.4,87.2,66.1,76.5,2026
147,159,University of Groningen,Netherlands,Europe,XL,FC,VH,Public,67.2,147,41.6,326,56.2,331,53.0,353,95.4,174,89.4,173.0,66.6,293.0,93.4,118.0,53.5,317,67.6,355=,62.5,83,University of Groningen,Netherlands,33098,23.4,0.28,"2 days, 6:46:00",69.2894999999999,47.4,55.9,94.1,99.7,91.7,2026
147,165,University of Liverpool,United Kingdom,Europe,L,FC,VH,Public,60.7,171,48.8,264,37.3,538,61.7,276,92.4,206,91.1,157.0,91.8,133.0,97.0,39.0,47.8,364,92.4,42=,62.5,144,University of Liverpool,United Kingdom,26770,13.9,0.33,"2 days, 7:45:00",62.2175,43.5,42.0,91.2,68.0,95.0,2026
150,171,University of Cape Town,South Africa,Africa,L,FC,VH,Public,58.2,183,62.3,179,14.6,801,75.4,176,66.1,353,27.9,615.0,33.9,562.0,97.7,24.0,97.7,49,92.1,45=,62.3,166,University of Cape Town,South Africa,20094,12.6,0.12,"2 days, 8:44:00",60.7405,39.4,46.7,87.8,84.8,77.9,2026
151,120,Western University,Canada,Americas,L,FC,VH,Public,42.3,282,53.5,227,5.2,801,93.5,84,100.0,85,68.7,283.0,71.7,254.0,83.6,282.0,98.0,42,94.0,30=,62,215,Western University,Canada,31831,32.7,0.25,"2 days, 8:44:00",57.8839999999999,39.9,42.6,77.5,99.8,86.9,2026
152,137,University of Vienna,Austria,Europe,XL,FC,VH,Public,82.3,88,46.4,285,31.0,617,22.2,682,100.0,71,96.6,103.0,96.8,90.0,96.3,53.0,92.8,85,71.8,294=,61.9,95,University of Vienna,Austria,30228,36.6,0.34,"2 days, 17:35:00",66.601,50.0,60.9,79.8,80.0,94.0,2026
153,155,Wageningen University & Research,Netherlands,Europe,L,CO,VH,Public,55.0,203,34.4,420,99.5,37,54.8,329,72.0,329,90.7,159.0,91.5,134.0,97.2,34.0,32.9,516,91.2,53,61.6,66,Wageningen University & Research,Netherlands,15905,16.9,0.31,"2 days, 6:46:00",72.193,58.6,58.4,90.4,99.5,91.6,2026
155,169,University of Exeter,United Kingdom,Europe,L,FC,VH,Public,57.9,186,58.5,198,42.0,480,55.8,320,94.8,181,77.8,235.0,79.9,206.0,95.8,66.0,40.9,428,93.9,32,61.5,174,University of Exeter,United Kingdom,29280,15.7,0.29,"2 days, 6:46:00",60.575,36.6,42.1,94.0,59.1,93.4,2026
155,155,University of Geneva,Switzerland,Europe,L,FC,VH,Public,55.3,201,34.8,414,47.4,414,70.3,214,100.0,54,98.6,81.0,98.6,68.0,92.1,144.0,63.1,249,66.5,370,61.5,168,University of Geneva,Switzerland,17681,7.8,0.41,"2 days, 15:37:00",60.7164999999999,43.8,40.0,85.2,85.7,96.1,2026
157,141,Lancaster University,United Kingdom,Europe,L,FC,VH,Public,51.2,217,45.8,296,36.1,555,77.5,166,96.4,161,93.3,141.0,93.8,117.0,87.0,216.0,38.2,452,89.2,68=,61.4,185,Lancaster University,United Kingdom,16935,14.9,0.34,"2 days, 0:52:00",59.728,40.9,40.8,86.7,67.2,95.1,2026
158,131,University of Basel,Switzerland,Europe,M,FC,VH,Public,34.0,357,20.7,639,70.2,229,94.2,80,100.0,47,91.4,156.0,68.0,284.0,90.4,170.0,74.9,183,88.4,74=,61.3,120,University of Basel,Switzerland,8655,11.1,0.32,"2 days, 9:43:00",64.5279999999999,50.2,42.8,87.5,99.8,94.2,2026
159,162,Hanyang University,Republic of Korea,Asia,L,FC,VH,Private not for Profit,58.2,184,81.9,99,81.7,159,42.9,440,23.7,664,70.1,279.0,73.0,249.0,65.5,615.0,54.5,307,82.8,137,61.2,295,Hanyang University,South Korea,19402,13.6,0.27,,54.3994999999999,45.9,41.5,65.5,99.6,69.2,2026
160,165,University of Barcelona,Spain,Europe,XL,FC,VH,Public,84.9,81,48.9,262,19.0,801,47.8,391,39.9,501,40.8,484.0,46.2,451.0,96.4,50.0,77.0,170,84.7,115=,61,150,University of Barcelona,Spain,45016,14.9,0.12,"2 days, 16:36:00",61.9329999999999,44.0,47.8,88.5,92.4,64.6,2026
161,152,Michigan State University,United States of America,Americas,XL,FC,VH,Public,67.3,146,62.9,174,13.9,801,61.2,280,67.2,348,21.1,708.0,27.3,649.0,97.6,27.0,75.6,180,94.2,28,60.9,106,Michigan State University,United States,45537,16.5,0.1,"2 days, 5:47:00",65.709,57.1,55.9,82.7,69.9,67.3,2026
162,169,Ghent University,Belgium,Europe,XL,FC,VH,Public,68.2,141,39.1,350,84.5,140,32.4,557,83.4,267,33.8,549.0,39.5,504.0,99.2,11.0,84.9,136,94.0,30=,60.8,115,Ghent University,Belgium,42572,37.8,0.14,"2 days, 10:42:00",65.1385,48.8,58.6,82.7,99.9,65.9,2026
164,152,Nagoya University,Japan,Asia,L,FC,VH,Public,74.2,116,71.5,141,84.2,144,38.2,491,22.6,681,27.6,619.0,33.6,568.0,66.0,610.0,39.2,443,74.1,255=,60.3,218,Nagoya University,Japan,15559,13.3,0.13,31 : 69,57.7854999999999,58.1,56.1,57.0,99.8,43.8,2026
165,139,Chalmers University of Technology,Sweden,Europe,M,FO,VH,Private not for Profit,34.6,350,56.6,207,59.5,303,80.9,152,100.0,56,74.3,257.0,76.8,226.0,77.0,405.0,53.3,319,82.7,138=,60.2,240,Chalmers University of Technology,Sweden,10245,11.9,0.18,33 : 67,56.8745,42.6,45.9,71.2,97.1,76.7,2026
166,163,Al-Farabi Kazakh National University,Kazakhstan,Asia,L,FC,HI,Public,60.7,172,86.3,85,99.6,36,2.1,801,80.9,288,83.2,204.0,79.3,213.0,75.7,426.0,66.2,234,62.8,443,59.8,1419,Al-Farabi Kazakh National University,Kazakhstan,20321,4.5,0.26,"2 days, 13:39:00",28.4474999999999,30.1,14.6,27.8,24.1,80.4,2026
169,184,University of York,United Kingdom,Europe,L,FC,VH,Public,56.8,197,42.3,317,55.8,335,53.8,344,92.4,208,75.4,253.0,77.8,223.0,96.0,58.0,41.0,427,93.2,34,59.4,156,University of York,United Kingdom,20330,14.3,0.29,"2 days, 9:43:00",61.4895,44.1,43.9,87.5,67.6,90.6,2026
170,173,Hokkaido University,Japan,Asia,L,FC,VH,Public,71.5,129,68.8,151,76.8,185,42.7,445,28.2,604,20.5,724.0,26.6,664.0,77.5,393.0,26.4,617,78.5,192=,59.3,376,Hokkaido University,Japan,17693,8.3,0.11,30 : 70,50.6284999999999,53.5,45.1,47.9,96.8,47.0,2026
170,167,Kyushu University,Japan,Asia,L,FC,VH,Public,71.3,130,72.1,140,87.1,121,34.2,534,24.5,657,39.0,502.0,44.5,468.0,76.4,416.0,20.9,710,74.8,241=,59.3,319,Kyushu University,Japan,18679,7.7,0.14,29 : 71,53.1885,54.2,46.5,53.5,98.8,49.5,2026
173,176,McMaster University,Canada,Americas,L,FC,VH,Public,52.5,211,43.6,307,61.8,289,56.6,311,94.6,184,66.3,302.0,69.6,273.0,84.3,270.0,60.0,271,86.6,93=,59.1,116,McMaster University,Canada,28647,28.8,0.23,"2 days, 9:43:00",65.0209999999999,42.2,49.3,93.1,100.0,84.6,2026
176,210,National Tsing Hua University,Taiwan,Asia,M,CO,VH,Public,67.0,148,77.1,116,34.2,574,73.5,187,26.7,630,37.3,522.0,40.4,501.0,42.1,801.0,25.4,633,57.8,546=,59,408,National Tsing Hua University,Taiwan,14807,22.9,0.14,"1 day, 18:58:00",49.5619999999999,37.5,43.5,61.4,99.8,46.3,2026
177,192,Tongji University,China (Mainland),Asia,XL,FC,VH,Public,45.2,261,41.2,331,31.2,613,99.6,27,92.6,204,47.4,425.0,52.4,393.0,74.6,449.0,33.4,507,77.2,210=,58.8,143,Tongji University,China,33414,11.9,0.16,"1 day, 17:59:00",62.2865,53.2,53.6,74.3,99.9,63.5,2026
181,186,Cardiff University,United Kingdom,Europe,L,FC,VH,Public,60.1,175,54.4,223,48.2,403,42.2,451,87.2,243,70.1,278.0,73.0,248.0,93.4,120.0,33.5,502,88.9,71=,57.8,232,Cardiff University,United Kingdom,27880,13.7,0.24,"2 days, 11:41:00",57.1715,35.9,39.1,86.0,70.3,88.4,2026
182,196,Emory University,United States of America,Americas,L,FC,VH,Private not for Profit,34.5,353,37.7,369,92.8,88,85.7,120,70.0,335,49.6,411.0,54.3,378.0,85.0,255.0,42.4,413,63.5,432,57.7,102,Emory University,United States,13652,4.0,0.2,"2 days, 13:39:00",65.941,53.8,46.2,94.6,82.8,66.4,2026
183,174,Curtin University,Australia,Oceania,L,CO,VH,Public,46.3,254,39.3,348,17.7,801,89.6,104,100.0,57,54.3,382.0,58.7,348.0,94.2,96.0,37.9,459,82.0,149=,57.6,285,Curtin University,Australia,29539,19.9,0.35,"2 days, 4:48:00",54.924,28.5,34.2,87.5,80.4,95.1,2026
184,161,University of Bern,Switzerland,Europe,M,FC,VH,Public,38.0,313,26.0,520,49.0,394,99.3,32,100.0,58,52.9,389.0,57.4,356.0,95.5,69.0,37.2,466,68.9,331=,57.5,109,University of Bern,Switzerland,11959,17.4,0.18,"2 days, 11:41:00",65.4255,46.6,47.0,92.0,99.4,86.3,2026
184,167,University of Wollongong,Australia,Oceania,L,FC,VH,Public,41.6,287,33.1,434,21.1,801,95.6,66,99.5,113,82.2,211.0,83.8,179.0,88.6,197.0,25.8,626,86.1,98=,57.5,236,University of Wollongong,Australia,16470,24.1,0.32,"2 days, 6:46:00",56.9495,34.3,36.6,85.4,89.8,93.4,2026
186,194,Wuhan University,China (Mainland),Asia,XL,FC,VH,Public,53.6,205,46.7,283,21.3,801,98.0,46,47.1,452,10.7,801.0,8.2,801.0,77.8,387.0,58.9,276,60.8,491=,57.3,124,Wuhan University,China,49045,13.5,0.06,,64.104,54.0,48.4,90.1,99.7,41.6,2026
194,172,University of Reading,United Kingdom,Europe,L,CO,VH,Public,45.7,256,46.8,280,20.2,801,63.0,260,95.0,178,85.8,192.0,87.0,162.0,93.3,121.0,57.6,287,92.4,42=,56.2,201,University of Reading,United Kingdom,15970,15.8,0.31,"2 days, 6:46:00",58.6515,41.7,38.1,85.2,66.9,94.2,2026
194,221,Vrije Universiteit Amsterdam,Netherlands,Europe,L,FC,VH,Public,53.3,208,28.8,489,23.3,767,80.7,154,82.9,272,57.6,358.0,42.9,484.0,90.1,173.0,56.4,296,68.8,338,56.2,179,Vrije Universiteit Amsterdam,Netherlands,31949,15.8,0.2,"2 days, 9:43:00",60.2059999999999,37.7,41.8,91.8,77.5,84.3,2026
196,181,Waseda University,Japan,Asia,XL,CO,VH,Private not for Profit,73.6,118,97.2,37,29.5,639,7.3,801,35.2,535,43.7,461.0,48.9,426.0,63.1,650.0,90.7,98,74.3,252,56.1,878,Waseda University,Japan,44876,14.2,0.12,39 : 61,37.5985,34.0,26.9,43.5,68.0,53.3,2026
197,214,University of Otago,New Zealand,Oceania,L,FC,VH,Public,60.0,176,36.0,399,14.8,801,63.2,258,100.0,53,39.6,496.0,45.0,464.0,76.5,413.0,68.7,222,88.2,78=,55.8,377,University of Otago,New Zealand,18703,19.9,0.18,"2 days, 12:40:00",50.5809999999999,34.1,34.3,72.4,69.3,81.1,2026
202,194,University of Gothenburg,Sweden,Europe,L,FC,VH,Public,46.4,252,24.6,546,73.0,211,45.4,408,94.1,190,85.8,191.0,87.1,161.0,93.7,104.0,71.0,205,92.9,36=,55.5,212,University of Gothenburg,Sweden,20756,10.9,0.13,,57.9785,34.8,43.2,91.1,78.8,62.7,2026
203,215,National Cheng Kung University (NCKU),Taiwan,Asia,L,FC,VH,Public,66.4,150,79.4,106,33.8,578,39.8,471,28.6,600,24.4,670.0,30.5,610.0,58.0,718.0,56.3,297,79.7,175=,55.2,532,National Cheng Kung University (NCKU),Taiwan,21726,19.9,0.11,38 : 62,45.6269999999999,36.9,41.3,52.0,99.8,42.3,2026
203,233,University of Twente,Netherlands,Europe,M,CO,VH,Public,29.3,422,40.5,333,56.0,333,77.0,169,100.0,93,95.2,124.0,70.8,264.0,85.4,248.0,32.6,519,79.6,179,55.2,191,University of Twente,Netherlands,8204,9.5,0.43,37 : 63,59.3175,45.7,45.0,73.0,98.9,92.4,2026
207,197,Deakin University,Australia,Oceania,XL,FC,VH,Public,42.3,281,32.6,440,5.9,801,86.2,116,97.2,148,83.3,202.0,84.8,172.0,86.8,222.0,43.6,406,86.7,91=,54.9,210,Deakin University,Australia,37191,33.3,0.25,"2 days, 10:42:00",57.9975,31.6,38.4,91.7,86.3,87.7,2026
207,218,"University of Maryland, College Park",United States of America,Americas,XL,FC,VH,Public,57.2,191,51.8,236,44.2,449,60.5,284,28.0,610,24.9,666.0,18.7,783.0,92.9,129.0,59.7,273,70.7,305=,54.9,117,"University of Maryland, College Park",United States,33483,16.3,0.1,"2 days, 2:50:00",64.9524999999999,50.4,58.3,89.1,69.5,48.9,2026
211,198,University of Calgary,Canada,Americas,XL,FC,VH,Public,47.6,245,50.5,249,24.4,746,54.6,332,87.4,239,76.9,243.0,79.1,216.0,86.2,233.0,61.5,255,86.0,100,54.7,202,University of Calgary,Canada,35954,20.3,0.26,"2 days, 5:47:00",58.6335,37.8,43.1,83.6,91.4,83.3,2026
212,215,University of Florida,United States of America,Americas,XL,FC,VH,Public,58.9,179,55.8,215,75.1,194,34.7,526,31.4,570,18.1,762.0,24.2,701.0,98.2,20.0,67.9,225,74.9,237=,54.6,135,University of Florida,United States,47815,15.5,0.1,"2 days, 8:44:00",62.92,55.3,56.7,76.2,90.9,48.9,2026
212,224,University of Lausanne,Switzerland,Europe,L,FO,VH,Public,37.0,322,40.2,340,49.0,393,69.0,223,100.0,97,67.0,296.0,49.9,415.0,83.5,286.0,61.1,264,70.3,313=,54.6,125,University of Lausanne,Switzerland,14241,9.8,0.23,,63.7435,44.3,46.1,89.0,99.4,88.4,2026
215,188,Keio University,Japan,Asia,XL,FC,VH,Private not for Profit,65.5,153,93.8,57,65.2,268,9.4,801,15.2,801,19.6,735.0,25.8,674.0,55.6,759.0,95.8,71,68.9,331=,54.5,761,Keio University,Japan,34336,10.2,0.1,37 : 63,39.875,37.0,28.3,49.1,73.7,41.0,2026
219,189,University of Ottawa,Canada,Americas,XL,FC,VH,Public,35.8,339,38.7,361,5.4,801,84.8,125,96.1,165,85.5,193.0,86.8,163.0,92.3,141.0,50.0,342,86.8,90,54.2,188,University of Ottawa,Canada,40753,28.7,0.29,"2 days, 10:42:00",59.527,38.2,44.5,85.4,81.7,86.2,2026
221,229,Chulalongkorn University,Thailand,Asia,XL,FC,VH,Public,82.0,89,52.7,233,44.8,439,12.5,801,32.0,564,6.2,801.0,11.0,801.0,80.6,342.0,96.4,64,80.0,169=,53.9,579,Chulalongkorn University,Thailand,34173,12.0,0.04,"2 days, 7:45:00",44.3495,39.5,31.3,56.1,82.0,46.8,2026
223,209,Tel Aviv University,Israel,Asia,L,FC,VH,Public,43.6,269,31.0,462,6.1,801,99.7,25,48.9,444,15.3,801.0,21.3,743.0,78.3,378.0,94.2,79,77.0,214=,53.6,217,Tel Aviv University,Israel,24379,22.7,0.07,"2 days, 9:43:00",57.835,41.8,50.1,79.9,75.0,53.4,2026
224,239,Universitas Gadjah Mada,Indonesia,Asia,XL,FC,VH,Public,70.2,134,84.7,93,65.4,265,3.0,801,63.0,370,8.9,801.0,14.6,801.0,46.3,801.0,75.9,177,66.0,381=,53.5,1228,Universitas Gadjah Mada,Indonesia,40174,8.1,0.05,"2 days, 10:42:00",31.695,33.1,24.0,31.3,57.2,43.9,2026
225,224,Loughborough University,United Kingdom,Europe,L,CO,VH,Public,42.8,277,64.5,165,26.9,699,50.6,371,94.6,183,71.1,269.0,73.9,242.0,81.4,324.0,33.2,509,87.9,80=,53.3,339,Loughborough University,United Kingdom,18345,15.4,0.25,40 : 60,52.1499999999999,34.8,32.9,76.1,70.2,89.4,2026
226,213,Queensland University of Technology,Australia,Oceania,XL,CO,VH,Public,51.6,215,38.8,356,11.6,801,70.9,211,96.6,158,44.8,451.0,49.9,416.0,83.4,287.0,25.6,629,88.5,73,53.2,210,Queensland University of Technology,Australia,33182,36.8,0.18,"2 days, 5:47:00",57.9975,33.0,40.4,89.6,88.1,81.9,2026
229,261,United Arab Emirates University,United Arab Emirates,Asia,M,FC,VH,Public,43.3,272,58.1,199,55.1,341,35.1,522,100.0,24,39.1,501.0,44.4,470.0,88.9,191.0,87.9,120,68.6,341,53,235,United Arab Emirates University,United Arab Emirates,9024,13.9,0.18,"3 days, 1:27:00",57.0629999999999,28.7,38.1,91.8,86.5,87.3,2026
230,239,Massey University,New Zealand,Oceania,M,CO,VH,Public,42.1,284,24.1,558,57.3,319,50.5,373,99.4,120,98.9,71.0,98.9,62.0,82.2,308.0,60.7,265,83.7,129=,52.9,519,Massey University,New Zealand,15413,16.5,0.3,"2 days, 16:36:00",45.7665,30.1,29.2,62.3,81.6,86.2,2026
230,260,University of Lisbon,Portugal,Europe,XL,FC,VH,Public,57.1,193,46.3,289,15.5,801,51.4,367,14.3,801,58.6,350.0,62.6,317.0,98.4,17.0,97.3,54,79.3,184,52.9,426,University of Lisbon,Portugal,50344,18.1,0.23,"2 days, 6:46:00",48.871,31.1,41.8,66.8,75.3,60.3,2026
233,217,La Trobe University,Australia,Oceania,L,CO,VH,Public,33.4,365,29.0,488,13.2,801,87.8,110,95.6,173,97.4,97.0,97.5,85.0,82.1,310.0,28.0,594,82.2,146=,52.1,264,La Trobe University,Australia,21509,31.2,0.37,,55.857,29.5,36.8,88.9,79.0,88.7,2026
236,236,University of Rochester,United States of America,Americas,M,FC,VH,Private not for Profit,27.1,463,32.4,443,98.2,51,56.6,314,80.5,294,96.2,109.0,96.5,94.0,63.7,641.0,51.2,333,72.3,286=,51.9,127,University of Rochester,United States,10505,8.1,0.36,"2 days, 4:48:00",63.6134999999999,51.8,44.5,86.3,92.0,78.1,2026
237,278,University of Porto,Portugal,Europe,XL,FC,VH,Public,52.5,212,41.5,328,13.6,801,73.6,185,9.2,801,38.2,513.0,33.1,575.0,94.3,94.0,61.2,261,77.3,208=,51.6,415,University of Porto,Portugal,38127,17.5,0.19,"2 days, 7:45:00",49.2525,33.7,39.1,70.2,67.8,56.0,2026
