university_name,country,year,ranking_source,rank,score,university_name_std,country_std,rank_original,score_original,rank_normalized,score_normalized
Bangor University,United Kingdom,2026,QS,566.0,29.3,bangor university,united kingdom,566,29.3,59.64285714285714,5.6074766355140175
Indian Institute of Technology BHU Varanasi (IIT BHU Varanasi),India,2026,QS,566.0,29.3,indian institute of technology bhu varanasi (iit bhu varanasi),india,566,29.3,59.64285714285714,5.6074766355140175
Renmin (People’s) University of China,China (Mainland),2026,QS,566.0,29.3,renmin (people’s) university of china,china (mainland),566,29.3,59.64285714285714,5.6074766355140175
Savitribai Phule Pune University,India,2026,QS,566.0,29.3,savitribai phule pune university,india,566,29.3,59.64285714285714,5.6074766355140175
University of Minho,Portugal,2026,QS,566.0,29.3,university of minho,portugal,566,29.3,59.64285714285714,5.6074766355140175
Colorado School of Mines,United States of America,2026,QS,571.0,29.2,colorado school of mines,united states of america,571,29.2,59.285714285714285,5.4739652870493964
Hacettepe University,Türkiye,2026,QS,571.0,29.2,hacettepe university,türkiye,571,29.2,59.285714285714285,5.4739652870493964
Isfahan University of Technology,Iran (Islamic Republic of),2026,QS,571.0,29.2,isfahan university of technology,iran (islamic republic of),571,29.2,59.285714285714285,5.4739652870493964
Pontificia Universidade Católica do Rio de Janeiro (PUC - Rio),Brazil,2026,QS,571.0,29.2,pontificia universidade católica do rio de janeiro (puc - rio),brazil,571,29.2,59.285714285714285,5.4739652870493964
Brno University of Technology,Czechia,2026,QS,575.0,29.1,brno university of technology,czechia,575,29.1,59.0,5.340453938584779
Chandigarh University,India,2026,QS,575.0,29.1,chandigarh university,india,575,29.1,59.0,5.340453938584779
Universität Jena,Germany,2026,QS,575.0,29.1,universität jena,germany,575,29.1,59.0,5.340453938584779
Universidad Adolfo Ibáñez,Chile,2026,QS,578.0,29.0,universidad adolfo ibáñez,chile,578,29,58.785714285714285,5.206942590120158
Universiti Teknologi Brunei,Brunei Darussalam,2026,QS,578.0,29.0,universiti teknologi brunei,brunei darussalam,578,29,58.785714285714285,5.206942590120158
University of Tabriz,Iran (Islamic Republic of),2026,QS,578.0,29.0,university of tabriz,iran (islamic republic of),578,29,58.785714285714285,5.206942590120158
Universidad Pontificia Comillas,Spain,2026,QS,581.0,28.9,universidad pontificia comillas,spain,581,28.9,58.57142857142858,5.073431241655537
Florida International University,United States of America,2026,QS,582.0,28.8,florida international university,united states of america,582,28.8,58.5,4.93991989319092
University of Iceland,Iceland,2026,QS,582.0,28.8,university of iceland,iceland,582,28.8,58.5,4.93991989319092
Charles Darwin University,Australia,2026,QS,584.0,28.7,charles darwin university,australia,584,28.7,58.357142857142854,4.806408544726298
Eotvos Lorand University,Hungary,2026,QS,584.0,28.7,eotvos lorand university,hungary,584,28.7,58.357142857142854,4.806408544726298
University of Dhaka,Bangladesh,2026,QS,584.0,28.7,university of dhaka,bangladesh,584,28.7,58.357142857142854,4.806408544726298
American University,United States of America,2026,QS,587.0,28.6,american university,united states of america,587,28.6,58.14285714285714,4.672897196261682
National Central University,Taiwan,2026,QS,587.0,28.6,national central university,taiwan,587,28.6,58.14285714285714,4.672897196261682
Université Claude Bernard Lyon 1,France,2026,QS,587.0,28.6,université claude bernard lyon 1,france,587,28.6,58.14285714285714,4.672897196261682
Université Paul Sabatier Toulouse III,France,2026,QS,587.0,28.6,université paul sabatier toulouse iii,france,587,28.6,58.14285714285714,4.672897196261682
American University of Ras Al Khaimah ( AURAK ),United Arab Emirates,2026,QS,591.0,28.5,american university of ras al khaimah ( aurak ),united arab emirates,591,28.5,57.85714285714286,4.53938584779706
Bond University,Australia,2026,QS,591.0,28.5,bond university,australia,591,28.5,57.85714285714286,4.53938584779706
Illinois Institute of Technology,United States of America,2026,QS,591.0,28.5,illinois institute of technology,united states of america,591,28.5,57.85714285714286,4.53938584779706
National Research Nuclear University MEPhI (Moscow Engineering Physics Institute),Russian Federation,2026,QS,591.0,28.5,national research nuclear university mephi (moscow engineering physics institute),russian federation,591,28.5,57.85714285714286,4.53938584779706
Universidade Federal de Minas Gerais,Brazil,2026,QS,595.0,28.4,universidade federal de minas gerais,brazil,595,28.4,57.57142857142858,4.405874499332439
Zayed University,United Arab Emirates,2026,QS,595.0,28.4,zayed university,united arab emirates,595,28.4,57.57142857142858,4.405874499332439
Asia Pacific University of Technology and Innovation (APU) Malaysia,Malaysia,2026,QS,597.0,28.3,asia pacific university of technology and innovation (apu) malaysia,malaysia,597,28.3,57.42857142857143,4.272363150867823
Hasselt University,Belgium,2026,QS,597.0,28.3,hasselt university,belgium,597,28.3,57.42857142857143,4.272363150867823
Management and Science University - MSU Malaysia,Malaysia,2026,QS,597.0,28.3,management and science university - msu malaysia,malaysia,597,28.3,57.42857142857143,4.272363150867823
Taipei Medical University,Taiwan,2026,QS,597.0,28.3,taipei medical university,taiwan,597,28.3,57.42857142857143,4.272363150867823
Tulane University,United States of America,2026,QS,597.0,28.3,tulane university,united states of america,597,28.3,57.42857142857143,4.272363150867823
University of Szeged,Hungary,2026,QS,597.0,28.3,university of szeged,hungary,597,28.3,57.42857142857143,4.272363150867823
University of Texas at Dallas,United States of America,2026,QS,597.0,28.3,university of texas at dallas,united states of america,597,28.3,57.42857142857143,4.272363150867823
Canadian University of Dubai,United Arab Emirates,2026,QS,604.0,28.2,canadian university of dubai,united arab emirates,604,28.2,56.92857142857143,4.1388518024032015
National Chengchi University,Taiwan,2026,QS,604.0,28.2,national chengchi university,taiwan,604,28.2,56.92857142857143,4.1388518024032015
University of Eastern Finland,Finland,2026,QS,604.0,28.2,university of eastern finland,finland,604,28.2,56.92857142857143,4.1388518024032015
University of Siena,Italy,2026,QS,607.0,28.0,university of siena,italy,607,28,56.714285714285715,3.8718291054739633
University of Tennessee,United States of America,2026,QS,607.0,28.0,university of tennessee,united states of america,607,28,56.714285714285715,3.8718291054739633
Nottingham Trent University,United Kingdom,2026,QS,609.0,27.9,nottingham trent university,united kingdom,609,27.9,56.57142857142857,3.738317757009342
Peter the Great St.Petersburg Polytechnic University,Russian Federation,2026,QS,609.0,27.9,peter the great st.petersburg polytechnic university,russian federation,609,27.9,56.57142857142857,3.738317757009342
Universiti Malaysia Pahang Al-Sultan Abdullah (UMPSA),Malaysia,2026,QS,609.0,27.9,universiti malaysia pahang al-sultan abdullah (umpsa),malaysia,609,27.9,56.57142857142857,3.738317757009342
University of Ulster,United Kingdom,2026,QS,609.0,27.9,university of ulster,united kingdom,609,27.9,56.57142857142857,3.738317757009342
Applied Science University - Bahrain,Bahrain,2026,QS,613.0,27.8,applied science university - bahrain,bahrain,613,27.8,56.285714285714285,3.604806408544725
City University of New York,United States of America,2026,QS,613.0,27.8,city university of new york,united states of america,613,27.8,56.285714285714285,3.604806408544725
International Islamic University Malaysia (IIUM),Malaysia,2026,QS,613.0,27.8,international islamic university malaysia (iium),malaysia,613,27.8,56.285714285714285,3.604806408544725
Universidad de Concepción,Chile,2026,QS,613.0,27.8,universidad de concepción,chile,613,27.8,56.285714285714285,3.604806408544725
University of Plymouth,United Kingdom,2026,QS,613.0,27.8,university of plymouth,united kingdom,613,27.8,56.285714285714285,3.604806408544725
Christian-Albrechts-Universität zu Kiel,Germany,2026,QS,618.0,27.7,christian-albrechts-universität zu kiel,germany,618,27.7,55.92857142857143,3.471295060080104
Dongguk University,Republic of Korea,2026,QS,618.0,27.7,dongguk university,republic of korea,618,27.7,55.92857142857143,3.471295060080104
Saint Joseph University of Beirut (USJ),Lebanon,2026,QS,618.0,27.7,saint joseph university of beirut (usj),lebanon,618,27.7,55.92857142857143,3.471295060080104
Zhengzhou University,China (Mainland),2026,QS,618.0,27.7,zhengzhou university,china (mainland),618,27.7,55.92857142857143,3.471295060080104
Umm Al-Qura University,Saudi Arabia,2026,QS,622.0,27.6,umm al-qura university,saudi arabia,622,27.6,55.64285714285714,3.337783711615487
University of New Brunswick,Canada,2026,QS,622.0,27.6,university of new brunswick,canada,622,27.6,55.64285714285714,3.337783711615487
Diponegoro University,Indonesia,2026,QS,624.0,27.5,diponegoro university,indonesia,624,27.5,55.50000000000001,3.204272363150866
Oregon State University,United States of America,2026,QS,624.0,27.5,oregon state university,united states of america,624,27.5,55.50000000000001,3.204272363150866
Universidad del Pais Vasco,Spain,2026,QS,624.0,27.5,universidad del pais vasco,spain,624,27.5,55.50000000000001,3.204272363150866
Yeshiva University,United States of America,2026,QS,624.0,27.5,yeshiva university,united states of america,624,27.5,55.50000000000001,3.204272363150866
Istanbul University,Türkiye,2026,QS,628.0,27.4,istanbul university,türkiye,628,27.4,55.214285714285715,3.0707610146862443
Kazakh National Pedagogical University Abai,Kazakhstan,2026,QS,628.0,27.4,kazakh national pedagogical university abai,kazakhstan,628,27.4,55.214285714285715,3.0707610146862443
Missouri University of Science and Technology,United States of America,2026,QS,628.0,27.4,missouri university of science and technology,united states of america,628,27.4,55.214285714285715,3.0707610146862443
National Chung Hsing University,Taiwan,2026,QS,628.0,27.4,national chung hsing university,taiwan,628,27.4,55.214285714285715,3.0707610146862443
Universidade de Santiago de Compostela,Spain,2026,QS,628.0,27.4,universidade de santiago de compostela,spain,628,27.4,55.214285714285715,3.0707610146862443
University of Crete,Greece,2026,QS,628.0,27.4,university of crete,greece,628,27.4,55.214285714285715,3.0707610146862443
University of South Carolina,United States of America,2026,QS,628.0,27.4,university of south carolina,united states of america,628,27.4,55.214285714285715,3.0707610146862443
Tallinn University of Technology,Estonia,2026,QS,635.0,27.2,tallinn university of technology,estonia,635,27.2,54.714285714285715,2.803738317757006
Universität des Saarlandes,Germany,2026,QS,635.0,27.2,universität des saarlandes,germany,635,27.2,54.714285714285715,2.803738317757006
University of Portsmouth,United Kingdom,2026,QS,635.0,27.2,university of portsmouth,united kingdom,635,27.2,54.714285714285715,2.803738317757006
"Lincoln University College, Malaysia",Malaysia,2026,QS,638.0,27.1,"lincoln university college, malaysia",malaysia,638,27.1,54.50000000000001,2.6702269692923895
Southern Cross University,Australia,2026,QS,638.0,27.1,southern cross university,australia,638,27.1,54.50000000000001,2.6702269692923895
Universidad de Zaragoza,Spain,2026,QS,638.0,27.1,universidad de zaragoza,spain,638,27.1,54.50000000000001,2.6702269692923895
"University of Chemistry and Technology, Prague",Czechia,2026,QS,638.0,27.1,"university of chemistry and technology, prague",czechia,638,27.1,54.50000000000001,2.6702269692923895
University of Fribourg,Switzerland,2026,QS,642.0,27.0,university of fribourg,switzerland,642,27,54.214285714285715,2.5367156208277684
Abo Akademi University,Finland,2026,QS,643.0,26.9,abo akademi university,finland,643,26.9,54.142857142857146,2.403204272363147
Inha University,Republic of Korea,2026,QS,643.0,26.9,inha university,republic of korea,643,26.9,54.142857142857146,2.403204272363147
Libera Universita' di Bolzano,Italy,2026,QS,643.0,26.9,libera universita' di bolzano,italy,643,26.9,54.142857142857146,2.403204272363147
Manchester Metropolitan University,United Kingdom,2026,QS,643.0,26.9,manchester metropolitan university,united kingdom,643,26.9,54.142857142857146,2.403204272363147
University of Manitoba,Canada,2026,QS,643.0,26.9,university of manitoba,canada,643,26.9,54.142857142857146,2.403204272363147
King Faisal University,Saudi Arabia,2026,QS,648.0,26.8,king faisal university,saudi arabia,648,26.8,53.78571428571428,2.26969292389853
"University of Tromso, The Arctic University of Norway",Norway,2026,QS,648.0,26.8,"university of tromso, the arctic university of norway",norway,648,26.8,53.78571428571428,2.26969292389853
MGIMO University,Russian Federation,2026,QS,650.0,26.7,mgimo university,russian federation,650,26.7,53.642857142857146,2.136181575433909
Paris Lodron University of Salzburg,Austria,2026,QS,650.0,26.7,paris lodron university of salzburg,austria,650,26.7,53.642857142857146,2.136181575433909
Universidad de la República (UdelaR),Uruguay,2026,QS,650.0,26.7,universidad de la república (udelar),uruguay,650,26.7,53.642857142857146,2.136181575433909
University of Brescia,Italy,2026,QS,650.0,26.7,university of brescia,italy,650,26.7,53.642857142857146,2.136181575433909
China University of Mining and Technology,China (Mainland),2026,QS,654.0,26.6,china university of mining and technology,china (mainland),654,26.6,53.35714285714286,2.002670226969292
De La Salle University,Philippines,2026,QS,654.0,26.6,de la salle university,philippines,654,26.6,53.35714285714286,2.002670226969292
