university_name,country,year,ranking_source,rank,score,university_name_std,country_std,rank_original,rank_numeric,score_original,score_numeric,rank_normalized,score_normalized
Notre Dame University-Louaize (NDU),Lebanon,2026,QS,1100.5,,notre dame university-louaize (ndu),lebanon,1001-1200,1100.5,-,,49.794520547945204,
Obuda University,Hungary,2026,QS,1100.5,,obuda university,hungary,1001-1200,1100.5,-,,49.794520547945204,
Ohio University,United States of America,2026,QS,1100.5,,ohio university,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Pavol Josef Safarik University,Slovakia,2026,QS,1100.5,,pavol josef safarik university,slovakia,1001-1200,1100.5,-,,49.794520547945204,
Pontificia Universidad Catolica del Ecuador,Ecuador,2026,QS,1100.5,,pontificia universidad catolica del ecuador,ecuador,1001-1200,1100.5,-,,49.794520547945204,
Pontificia Universidade Católica de São Paulo (PUC -SP),Brazil,2026,QS,1100.5,,pontificia universidade católica de são paulo (puc -sp),brazil,1001-1200,1100.5,-,,49.794520547945204,
Poznan University of Life Sciences,Poland,2026,QS,1100.5,,poznan university of life sciences,poland,1001-1200,1100.5,-,,49.794520547945204,
Poznan University of Technology,Poland,2026,QS,1100.5,,poznan university of technology,poland,1001-1200,1100.5,-,,49.794520547945204,
Rhodes University,South Africa,2026,QS,1100.5,,rhodes university,south africa,1001-1200,1100.5,-,,49.794520547945204,
Riga Stradins University,Latvia,2026,QS,1100.5,,riga stradins university,latvia,1001-1200,1100.5,-,,49.794520547945204,
Ritsumeikan Asia Pacific University,Japan,2026,QS,1100.5,,ritsumeikan asia pacific university,japan,1001-1200,1100.5,-,,49.794520547945204,
Saint-Petersburg Mining University,Russian Federation,2026,QS,1100.5,,saint-petersburg mining university,russian federation,1001-1200,1100.5,-,,49.794520547945204,
Samarkand State University,Uzbekistan,2026,QS,1100.5,,samarkand state university,uzbekistan,1001-1200,1100.5,-,,49.794520547945204,
San Diego State University,United States of America,2026,QS,1100.5,,san diego state university,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Sebelas Maret University,Indonesia,2026,QS,1100.5,,sebelas maret university,indonesia,1001-1200,1100.5,-,,49.794520547945204,
Seoul National University of Science and Technology,Republic of Korea,2026,QS,1100.5,,seoul national university of science and technology,republic of korea,1001-1200,1100.5,-,,49.794520547945204,
Sheffield Hallam University,United Kingdom,2026,QS,1100.5,,sheffield hallam university,united kingdom,1001-1200,1100.5,-,,49.794520547945204,
Siberian Federal University,Russian Federation,2026,QS,1100.5,,siberian federal university,russian federation,1001-1200,1100.5,-,,49.794520547945204,
Silesian University of Technology in Gliwice,Poland,2026,QS,1100.5,,silesian university of technology in gliwice,poland,1001-1200,1100.5,-,,49.794520547945204,
Slovak University of Technology in Bratislava,Slovakia,2026,QS,1100.5,,slovak university of technology in bratislava,slovakia,1001-1200,1100.5,-,,49.794520547945204,
Soonchunhyang University,Republic of Korea,2026,QS,1100.5,,soonchunhyang university,republic of korea,1001-1200,1100.5,-,,49.794520547945204,
Southern Federal University,Russian Federation,2026,QS,1100.5,,southern federal university,russian federation,1001-1200,1100.5,-,,49.794520547945204,
Southern Methodist University,United States of America,2026,QS,1100.5,,southern methodist university,united states of america,1001-1200,1100.5,-,,49.794520547945204,
Southwest University,China (Mainland),2026,QS,1100.5,,southwest university,china (mainland),1001-1200,1100.5,-,,49.794520547945204,
SRM Institute of Science and Technology (f.k.a SRM University),India,2026,QS,1100.5,,srm institute of science and technology (f.k.a srm university),india,1001-1200,1100.5,-,,49.794520547945204,
Sumgait State University,Azerbaijan,2026,QS,1100.5,,sumgait state university,azerbaijan,1001-1200,1100.5,-,,49.794520547945204,
Sumy State University,Ukraine,2026,QS,1100.5,,sumy state university,ukraine,1001-1200,1100.5,-,,49.794520547945204,
Sungshin Women's University,Republic of Korea,2026,QS,1100.5,,sungshin women's university,republic of korea,1001-1200,1100.5,-,,49.794520547945204,
Széchenyi István University,Hungary,2026,QS,1100.5,,széchenyi istván university,hungary,1001-1200,1100.5,-,,49.794520547945204,
Tashkent State University of Economics,Uzbekistan,2026,QS,1100.5,,tashkent state university of economics,uzbekistan,1001-1200,1100.5,-,,49.794520547945204,
Technical University of Kosice,Slovakia,2026,QS,1100.5,,technical university of kosice,slovakia,1001-1200,1100.5,-,,49.794520547945204,
Technical University of Ostrava,Czechia,2026,QS,1100.5,,technical university of ostrava,czechia,1001-1200,1100.5,-,,49.794520547945204,
Telkom University (aka Telkom Institute of Technology),Indonesia,2026,QS,1100.5,,telkom university (aka telkom institute of technology),indonesia,1001-1200,1100.5,-,,49.794520547945204,
The City College of New York,United States of America,2026,QS,1100.5,,the city college of new york,united states of america,1001-1200,1100.5,-,,49.794520547945204,
"The Federal University of Sao Carlos, UFSCar",Brazil,2026,QS,1100.5,,"the federal university of sao carlos, ufscar",brazil,1001-1200,1100.5,-,,49.794520547945204,
The Hashemite University,Jordan,2026,QS,1100.5,,the hashemite university,jordan,1001-1200,1100.5,-,,49.794520547945204,
Tokyo Metropolitan University,Japan,2026,QS,1100.5,,tokyo metropolitan university,japan,1001-1200,1100.5,-,,49.794520547945204,
Universidad Andrés Bello - UNAB,Chile,2026,QS,1100.5,,universidad andrés bello - unab,chile,1001-1200,1100.5,-,,49.794520547945204,
Universidad Argentina de la Empresa -UADE,Argentina,2026,QS,1100.5,,universidad argentina de la empresa -uade,argentina,1001-1200,1100.5,-,,49.794520547945204,
Universidad Austral de Chile,Chile,2026,QS,1100.5,,universidad austral de chile,chile,1001-1200,1100.5,-,,49.794520547945204,
Universidad de Castilla-La Mancha,Spain,2026,QS,1100.5,,universidad de castilla-la mancha,spain,1001-1200,1100.5,-,,49.794520547945204,
Universidad de Guadalajara (UDG),Mexico,2026,QS,1100.5,,universidad de guadalajara (udg),mexico,1001-1200,1100.5,-,,49.794520547945204,
Universidad de las Américas Puebla (UDLAP),Mexico,2026,QS,1100.5,,universidad de las américas puebla (udlap),mexico,1001-1200,1100.5,-,,49.794520547945204,
Universidad de León,Spain,2026,QS,1100.5,,universidad de león,spain,1001-1200,1100.5,-,,49.794520547945204,
Universidad de Puerto Rico,Puerto Rico,2026,QS,1100.5,,universidad de puerto rico,puerto rico,1001-1200,1100.5,-,,49.794520547945204,
Universidad de San Andrés,Argentina,2026,QS,1100.5,,universidad de san andrés,argentina,1001-1200,1100.5,-,,49.794520547945204,
Universidad de Talca,Chile,2026,QS,1100.5,,universidad de talca,chile,1001-1200,1100.5,-,,49.794520547945204,
Universidad del Valle,Colombia,2026,QS,1100.5,,universidad del valle,colombia,1001-1200,1100.5,-,,49.794520547945204,
Universidad Diego Portales,Chile,2026,QS,1100.5,,universidad diego portales,chile,1001-1200,1100.5,-,,49.794520547945204,
Universidad ICESI,Colombia,2026,QS,1100.5,,universidad icesi,colombia,1001-1200,1100.5,-,,49.794520547945204,
Universidad Nacional de Rosario,Argentina,2026,QS,1100.5,,universidad nacional de rosario,argentina,1001-1200,1100.5,-,,49.794520547945204,
Universidad ORT Uruguay,Uruguay,2026,QS,1100.5,,universidad ort uruguay,uruguay,1001-1200,1100.5,-,,49.794520547945204,
Universidad Peruana Cayetano Heredia,Peru,2026,QS,1100.5,,universidad peruana cayetano heredia,peru,1001-1200,1100.5,-,,49.794520547945204,
Universidad Pontificia Bolivariana,Colombia,2026,QS,1100.5,,universidad pontificia bolivariana,colombia,1001-1200,1100.5,-,,49.794520547945204,
Universidad Rey Juan Carlos,Spain,2026,QS,1100.5,,universidad rey juan carlos,spain,1001-1200,1100.5,-,,49.794520547945204,
Universidad Simón Bolívar Venezuela,Venezuela (Bolivarian Republic of),2026,QS,1100.5,,universidad simón bolívar venezuela,venezuela (bolivarian republic of),1001-1200,1100.5,-,,49.794520547945204,
Universidad Técnica Federico Santa María,Chile,2026,QS,1100.5,,universidad técnica federico santa maría,chile,1001-1200,1100.5,-,,49.794520547945204,
Universidade da Coruña,Spain,2026,QS,1100.5,,universidade da coruña,spain,1001-1200,1100.5,-,,49.794520547945204,
Universidade Federal do Paraná (UFPR),Brazil,2026,QS,1100.5,,universidade federal do paraná (ufpr),brazil,1001-1200,1100.5,-,,49.794520547945204,
"Universita' degli Studi di Napoli ""Parthenope""",Italy,2026,QS,1100.5,,"universita' degli studi di napoli ""parthenope""",italy,1001-1200,1100.5,-,,49.794520547945204,
Università degli Studi di Udine,Italy,2026,QS,1100.5,,università degli studi di udine,italy,1001-1200,1100.5,-,,49.794520547945204,
"Universita degli Studi ""G. D'Annunzio"" Chieti-Pescara",Italy,2026,QS,1100.5,,"universita degli studi ""g. d'annunzio"" chieti-pescara",italy,1001-1200,1100.5,-,,49.794520547945204,
Universitas Sumatera Utara,Indonesia,2026,QS,1100.5,,universitas sumatera utara,indonesia,1001-1200,1100.5,-,,49.794520547945204,
Universität Bielefeld,Germany,2026,QS,1100.5,,universität bielefeld,germany,1001-1200,1100.5,-,,49.794520547945204,
Universitat de Lleida,Spain,2026,QS,1100.5,,universitat de lleida,spain,1001-1200,1100.5,-,,49.794520547945204,
Universitat Jaume I,Spain,2026,QS,1100.5,,universitat jaume i,spain,1001-1200,1100.5,-,,49.794520547945204,
Université de Bretagne Occidentale (UBO),France,2026,QS,1100.5,,université de bretagne occidentale (ubo),france,1001-1200,1100.5,-,,49.794520547945204,
Université de Sfax,Tunisia,2026,QS,1100.5,,université de sfax,tunisia,1001-1200,1100.5,-,,49.794520547945204,
Université Lumière Lyon 2,France,2026,QS,1100.5,,université lumière lyon 2,france,1001-1200,1100.5,-,,49.794520547945204,
Université Paris 2 Panthéon-Assas,France,2026,QS,1100.5,,université paris 2 panthéon-assas,france,1001-1200,1100.5,-,,49.794520547945204,
Université Sorbonne Paris Nord,France,2026,QS,1100.5,,université sorbonne paris nord,france,1001-1200,1100.5,-,,49.794520547945204,
"Université Toulouse 1, Capitole",France,2026,QS,1100.5,,"université toulouse 1, capitole",france,1001-1200,1100.5,-,,49.794520547945204,
Universiti Malaysia Perlis (UniMAP),Malaysia,2026,QS,1100.5,,universiti malaysia perlis (unimap),malaysia,1001-1200,1100.5,-,,49.794520547945204,
Universiti Malaysia Sarawak (UNIMAS),Malaysia,2026,QS,1100.5,,universiti malaysia sarawak (unimas),malaysia,1001-1200,1100.5,-,,49.794520547945204,
Universiti Tun Hussein Onn University of Malaysia (UTHM),Malaysia,2026,QS,1100.5,,universiti tun hussein onn university of malaysia (uthm),malaysia,1001-1200,1100.5,-,,49.794520547945204,
"University of Alabama, Birmingham",United States of America,2026,QS,1100.5,,"university of alabama, birmingham",united states of america,1001-1200,1100.5,-,,49.794520547945204,
University of Anbar,Iraq,2026,QS,1100.5,,university of anbar,iraq,1001-1200,1100.5,-,,49.794520547945204,
University of Arkansas Fayetteville,United States of America,2026,QS,1100.5,,university of arkansas fayetteville,united states of america,1001-1200,1100.5,-,,49.794520547945204,
University of Balamand,Lebanon,2026,QS,1100.5,,university of balamand,lebanon,1001-1200,1100.5,-,,49.794520547945204,
University of Central Lancashire,United Kingdom,2026,QS,1100.5,,university of central lancashire,united kingdom,1001-1200,1100.5,-,,49.794520547945204,
University of Colombo,Sri Lanka,2026,QS,1100.5,,university of colombo,sri lanka,1001-1200,1100.5,-,,49.794520547945204,
University of Denver,United States of America,2026,QS,1100.5,,university of denver,united states of america,1001-1200,1100.5,-,,49.794520547945204,
University of Deusto,Spain,2026,QS,1100.5,,university of deusto,spain,1001-1200,1100.5,-,,49.794520547945204,
University of East London,United Kingdom,2026,QS,1100.5,,university of east london,united kingdom,1001-1200,1100.5,-,,49.794520547945204,
University of Hradec Kralove,Czechia,2026,QS,1100.5,,university of hradec kralove,czechia,1001-1200,1100.5,-,,49.794520547945204,
University of Ibadan,Nigeria,2026,QS,1100.5,,university of ibadan,nigeria,1001-1200,1100.5,-,,49.794520547945204,
University of Idaho,United States of America,2026,QS,1100.5,,university of idaho,united states of america,1001-1200,1100.5,-,,49.794520547945204,
University of Ioannina,Greece,2026,QS,1100.5,,university of ioannina,greece,1001-1200,1100.5,-,,49.794520547945204,
University of Isfahan,Iran (Islamic Republic of),2026,QS,1100.5,,university of isfahan,iran (islamic republic of),1001-1200,1100.5,-,,49.794520547945204,
University of Karachi,Pakistan,2026,QS,1100.5,,university of karachi,pakistan,1001-1200,1100.5,-,,49.794520547945204,
University of Lagos,Nigeria,2026,QS,1100.5,,university of lagos,nigeria,1001-1200,1100.5,-,,49.794520547945204,
University of Louisville,United States of America,2026,QS,1100.5,,university of louisville,united states of america,1001-1200,1100.5,-,,49.794520547945204,
University of Malaysia Sabah (UMS),Malaysia,2026,QS,1100.5,,university of malaysia sabah (ums),malaysia,1001-1200,1100.5,-,,49.794520547945204,
University of Mississippi,United States of America,2026,QS,1100.5,,university of mississippi,united states of america,1001-1200,1100.5,-,,49.794520547945204,
"University of Missouri, Kansas City",United States of America,2026,QS,1100.5,,"university of missouri, kansas city",united states of america,1001-1200,1100.5,-,,49.794520547945204,
University of Murcia,Spain,2026,QS,1100.5,,university of murcia,spain,1001-1200,1100.5,-,,49.794520547945204,
University of Nairobi,Kenya,2026,QS,1100.5,,university of nairobi,kenya,1001-1200,1100.5,-,,49.794520547945204,
University of Nevada - Reno,United States of America,2026,QS,1100.5,,university of nevada - reno,united states of america,1001-1200,1100.5,-,,49.794520547945204,
University of New England,Australia,2026,QS,1100.5,,university of new england,australia,1001-1200,1100.5,-,,49.794520547945204,
University of New Hampshire,United States of America,2026,QS,1100.5,,university of new hampshire,united states of america,1001-1200,1100.5,-,,49.794520547945204,
University of North Carolina at Charlotte,United States of America,2026,QS,1100.5,,university of north carolina at charlotte,united states of america,1001-1200,1100.5,-,,49.794520547945204,
University of Parma,Italy,2026,QS,1100.5,,university of parma,italy,1001-1200,1100.5,-,,49.794520547945204,
University of Regina,Canada,2026,QS,1100.5,,university of regina,canada,1001-1200,1100.5,-,,49.794520547945204,
University of Rhode Island,United States of America,2026,QS,1100.5,,university of rhode island,united states of america,1001-1200,1100.5,-,,49.794520547945204,
University of Salento,Italy,2026,QS,1100.5,,university of salento,italy,1001-1200,1100.5,-,,49.794520547945204,
University of South Bohemia,Czechia,2026,QS,1100.5,,university of south bohemia,czechia,1001-1200,1100.5,-,,49.794520547945204,
